[SYS] 2025/04/22 - 07:06:19 | New API  started 
[SYS] 2025/04/22 - 07:06:19 | using MySQL as database 
[SYS] 2025/04/22 - 07:06:19 | database migration started 
[SYS] 2025/04/22 - 07:06:20 | database migrated 
[SYS] 2025/04/22 - 07:06:20 | Redis is enabled 
[SYS] 2025/04/22 - 07:06:20 | memory cache enabled 
[SYS] 2025/04/22 - 07:06:20 | sync frequency: 60 seconds 
[SYS] 2025/04/22 - 07:06:20 | channels synced from database 
[SYS] 2025/04/22 - 07:06:20 | batch update enabled with interval 5s 
[SYS] 2025/04/22 - 07:06:20 | pprof enabled 
[SYS] 2025/04/22 - 07:06:20 | initializing token encoders 
[SYS] 2025/04/22 - 07:06:20 | 正在更新数据看板数据... 
[SYS] 2025/04/22 - 07:06:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/22 - 07:06:25 | batch update started 
[SYS] 2025/04/22 - 07:06:25 | batch update finished 
[SYS] 2025/04/22 - 07:06:27 | token encoders initialized 
[SYS] 2025/04/22 - 07:06:27 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/22 - 07:06:30 | batch update started 
[SYS] 2025/04/22 - 07:06:30 | batch update finished 
[SYS] 2025/04/22 - 07:06:35 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:06:35 | batch update started 
[SYS] 2025/04/22 - 07:06:35 | batch update finished 
[SYS] 2025/04/22 - 07:06:35 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:06:40 | batch update started 
[SYS] 2025/04/22 - 07:06:40 | batch update finished 
[SYS] 2025/04/22 - 07:06:42 | batch update started 
[SYS] 2025/04/22 - 07:06:42 | batch update finished 
[SYS] 2025/04/22 - 07:06:47 | batch update started 
[SYS] 2025/04/22 - 07:06:47 | batch update finished 
[SYS] 2025/04/22 - 07:06:47 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:06:47 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:06:52 | batch update started 
[SYS] 2025/04/22 - 07:06:52 | batch update finished 
[SYS] 2025/04/22 - 07:06:57 | batch update started 
[SYS] 2025/04/22 - 07:06:57 | batch update finished 
[SYS] 2025/04/22 - 07:07:02 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:07:02 | batch update started 
[SYS] 2025/04/22 - 07:07:02 | batch update finished 
[SYS] 2025/04/22 - 07:07:02 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:07:07 | batch update started 
[SYS] 2025/04/22 - 07:07:07 | batch update finished 
[SYS] 2025/04/22 - 07:07:10 | batch update started 
[SYS] 2025/04/22 - 07:07:10 | batch update finished 
[SYS] 2025/04/22 - 07:07:15 | syncing options from database 
[SYS] 2025/04/22 - 07:07:15 | syncing channels from database 
[SYS] 2025/04/22 - 07:07:15 | channels synced from database 
[SYS] 2025/04/22 - 07:07:15 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:07:15 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:07:15 | batch update started 
[SYS] 2025/04/22 - 07:07:15 | batch update finished 
[SYS] 2025/04/22 - 07:07:20 | batch update started 
[SYS] 2025/04/22 - 07:07:20 | batch update finished 
[SYS] 2025/04/22 - 07:07:25 | batch update started 
[SYS] 2025/04/22 - 07:07:25 | batch update finished 
[SYS] 2025/04/22 - 07:07:30 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:07:30 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:07:30 | batch update started 
[SYS] 2025/04/22 - 07:07:30 | batch update finished 
[SYS] 2025/04/22 - 07:07:35 | batch update started 
[SYS] 2025/04/22 - 07:07:35 | batch update finished 
[SYS] 2025/04/22 - 07:07:37 | batch update started 
[SYS] 2025/04/22 - 07:07:37 | batch update finished 
[SYS] 2025/04/22 - 07:07:42 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:07:42 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:07:42 | batch update started 
[SYS] 2025/04/22 - 07:07:42 | batch update finished 
[SYS] 2025/04/22 - 07:07:47 | batch update started 
[SYS] 2025/04/22 - 07:07:47 | batch update finished 
[SYS] 2025/04/22 - 07:07:52 | batch update started 
[SYS] 2025/04/22 - 07:07:52 | batch update finished 
[SYS] 2025/04/22 - 07:07:57 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:07:57 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:07:57 | batch update started 
[SYS] 2025/04/22 - 07:07:57 | batch update finished 
[SYS] 2025/04/22 - 07:08:02 | batch update started 
[SYS] 2025/04/22 - 07:08:02 | batch update finished 
[SYS] 2025/04/22 - 07:08:05 | batch update started 
[SYS] 2025/04/22 - 07:08:05 | batch update finished 
[SYS] 2025/04/22 - 07:08:09 | syncing options from database 
[SYS] 2025/04/22 - 07:08:09 | syncing channels from database 
[SYS] 2025/04/22 - 07:08:09 | channels synced from database 
[SYS] 2025/04/22 - 07:08:09 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:08:09 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:08:10 | batch update started 
[SYS] 2025/04/22 - 07:08:10 | batch update finished 
[SYS] 2025/04/22 - 07:08:15 | batch update started 
[SYS] 2025/04/22 - 07:08:15 | batch update finished 
[SYS] 2025/04/22 - 07:08:20 | batch update started 
[SYS] 2025/04/22 - 07:08:20 | batch update finished 
[SYS] 2025/04/22 - 07:08:24 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:08:24 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:08:25 | batch update started 
[SYS] 2025/04/22 - 07:08:25 | batch update finished 
[SYS] 2025/04/22 - 07:08:30 | batch update started 
[SYS] 2025/04/22 - 07:08:30 | batch update finished 
[SYS] 2025/04/22 - 07:08:32 | batch update started 
[SYS] 2025/04/22 - 07:08:32 | batch update finished 
[SYS] 2025/04/22 - 07:08:37 | 任务进度轮询开始 
[SYS] 2025/04/22 - 07:08:37 | 任务进度轮询完成 
[SYS] 2025/04/22 - 07:08:37 | batch update started 
