[SYS] 2025/03/31 - 11:36:35 | New API v0.0.0 started 
[SYS] 2025/03/31 - 11:36:35 | using MySQL as database 
[SYS] 2025/03/31 - 11:36:35 | database migration started 
[SYS] 2025/03/31 - 11:36:35 | database migrated 
[SYS] 2025/03/31 - 11:36:35 | using MySQL as database 
[SYS] 2025/03/31 - 11:36:35 | database migration started 
[SYS] 2025/03/31 - 11:36:35 | Redis is enabled 
[SYS] 2025/03/31 - 11:36:35 | memory cache enabled 
[SYS] 2025/03/31 - 11:36:35 | sync frequency: 60 seconds 
[SYS] 2025/03/31 - 11:36:35 | channels synced from database 
[SYS] 2025/03/31 - 11:36:35 | batch update enabled with interval 5s 
[SYS] 2025/03/31 - 11:36:35 | pprof enabled 
[SYS] 2025/03/31 - 11:36:35 | initializing token encoders 
[SYS] 2025/03/31 - 11:36:35 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 11:36:35 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 11:36:36 | token encoders initialized 
[SYS] 2025/03/31 - 11:36:36 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/31 - 11:36:40 | batch update started 
[SYS] 2025/03/31 - 11:36:40 | batch update finished 
[SYS] 2025/03/31 - 11:36:45 | batch update started 
[SYS] 2025/03/31 - 11:36:45 | batch update finished 
[SYS] 2025/03/31 - 11:36:50 | batch update started 
[SYS] 2025/03/31 - 11:36:50 | batch update finished 
[SYS] 2025/03/31 - 11:36:50 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:36:50 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:36:55 | batch update started 
[SYS] 2025/03/31 - 11:36:55 | batch update finished 
[SYS] 2025/03/31 - 11:37:00 | batch update started 
[SYS] 2025/03/31 - 11:37:00 | batch update finished 
[SYS] 2025/03/31 - 11:37:05 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:37:05 | batch update started 
[SYS] 2025/03/31 - 11:37:05 | batch update finished 
[SYS] 2025/03/31 - 11:37:05 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:37:10 | batch update started 
[SYS] 2025/03/31 - 11:37:10 | batch update finished 
[SYS] 2025/03/31 - 11:37:15 | batch update started 
[SYS] 2025/03/31 - 11:37:15 | batch update finished 
[SYS] 2025/03/31 - 11:37:21 | batch update started 
[SYS] 2025/03/31 - 11:37:21 | batch update finished 
[SYS] 2025/03/31 - 11:37:21 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:37:21 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:37:26 | batch update started 
[SYS] 2025/03/31 - 11:37:26 | batch update finished 
[SYS] 2025/03/31 - 11:37:31 | batch update started 
[SYS] 2025/03/31 - 11:37:31 | batch update finished 
[SYS] 2025/03/31 - 11:37:36 | syncing channels from database 
[SYS] 2025/03/31 - 11:37:36 | syncing options from database 
[SYS] 2025/03/31 - 11:37:36 | channels synced from database 
[SYS] 2025/03/31 - 11:37:36 | batch update started 
[SYS] 2025/03/31 - 11:37:36 | batch update finished 
[SYS] 2025/03/31 - 11:37:36 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:37:36 | 任务进度轮询完成 
