[SYS] 2025/04/11 - 13:06:17 | New API v0.0.0 started 
[SYS] 2025/04/11 - 13:06:17 | using MySQL as database 
[SYS] 2025/04/11 - 13:06:17 | database migration started 
[SYS] 2025/04/11 - 13:06:18 | database migrated 
[SYS] 2025/04/11 - 13:06:18 | using MySQL as database 
[SYS] 2025/04/11 - 13:06:18 | database migration started 
[SYS] 2025/04/11 - 13:06:18 | Redis is enabled 
[SYS] 2025/04/11 - 13:06:18 | memory cache enabled 
[SYS] 2025/04/11 - 13:06:18 | sync frequency: 60 seconds 
[SYS] 2025/04/11 - 13:06:18 | channels synced from database 
[SYS] 2025/04/11 - 13:06:18 | batch update enabled with interval 5s 
[SYS] 2025/04/11 - 13:06:18 | pprof enabled 
[SYS] 2025/04/11 - 13:06:18 | initializing token encoders 
[SYS] 2025/04/11 - 13:06:18 | 正在更新数据看板数据... 
[SYS] 2025/04/11 - 13:06:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/11 - 13:06:19 | token encoders initialized 
[SYS] 2025/04/11 - 13:06:19 | FRONTEND_BASE_URL is ignored on master node 
[GIN] 2025/04/11 - 13:06:22 | 20250411130622550625474sYsdu0UI | 200 |    1.627668ms |             ::1 |     GET /home
[GIN] 2025/04/11 - 13:06:22 | 20250411130622799486732T22nTvXF | 200 |    4.359708ms |             ::1 |     GET /assets/tools-DfdeVlee.js
[GIN] 2025/04/11 - 13:06:22 | 20250411130622812808028pqaY6x2c | 200 |   17.726628ms |             ::1 |     GET /assets/react-components-CCPUZY02.js
[GIN] 2025/04/11 - 13:06:22 | 20250411130622728290828T6vaj2xm | 200 |  104.636069ms |             ::1 |     GET /assets/index-Cj4TKLeQ.css
[GIN] 2025/04/11 - 13:06:22 | 2025041113062268419526192kpWMf9 | 200 |  262.365454ms |             ::1 |     GET /assets/index-kMoMDNaX.js
[GIN] 2025/04/11 - 13:06:22 | 202504111306229393143594cD9Bsqv | 200 |   25.923345ms |             ::1 |     GET /assets/semantic-BU9V41A_.js
[GIN] 2025/04/11 - 13:06:22 | 20250411130622939542685OfNzAtl6 | 200 |   40.213829ms |             ::1 |     GET /assets/i18n-CmOkJ515.js
[GIN] 2025/04/11 - 13:06:23 | 20250411130622684175238dWAzrutW | 200 |  400.431511ms |             ::1 |     GET /assets/semi-ui-V_DQX2n-.js
[SYS] 2025/04/11 - 13:06:23 | batch update started 
[SYS] 2025/04/11 - 13:06:23 | batch update finished 
[SYS] 2025/04/11 - 13:06:28 | batch update started 
[SYS] 2025/04/11 - 13:06:28 | batch update finished 
[SYS] 2025/04/11 - 13:06:33 | batch update started 
[SYS] 2025/04/11 - 13:06:33 | batch update finished 
[SYS] 2025/04/11 - 13:06:33 | 任务进度轮询开始 
[SYS] 2025/04/11 - 13:06:33 | 任务进度轮询完成 
[SYS] 2025/04/11 - 13:06:38 | batch update started 
[SYS] 2025/04/11 - 13:06:38 | batch update finished 
[SYS] 2025/04/11 - 13:06:43 | batch update started 
[SYS] 2025/04/11 - 13:06:43 | batch update finished 
[SYS] 2025/04/11 - 13:06:48 | 任务进度轮询开始 
[SYS] 2025/04/11 - 13:06:48 | 任务进度轮询完成 
[SYS] 2025/04/11 - 13:06:48 | batch update started 
[SYS] 2025/04/11 - 13:06:48 | batch update finished 
[SYS] 2025/04/11 - 13:06:53 | batch update started 
[SYS] 2025/04/11 - 13:06:53 | batch update finished 
[SYS] 2025/04/11 - 13:06:58 | batch update started 
[SYS] 2025/04/11 - 13:06:58 | batch update finished 
[SYS] 2025/04/11 - 13:07:03 | 任务进度轮询开始 
[SYS] 2025/04/11 - 13:07:03 | batch update started 
