[SYS] 2025/04/21 - 14:32:55 | New API v0.0.0 started 
[SYS] 2025/04/21 - 14:32:55 | using MySQL as database 
[SYS] 2025/04/21 - 14:32:55 | database migration started 
[SYS] 2025/04/21 - 14:32:56 | database migrated 
[SYS] 2025/04/21 - 14:32:56 | using MySQL as database 
[SYS] 2025/04/21 - 14:32:56 | database migration started 
[SYS] 2025/04/21 - 14:32:56 | Redis is enabled 
[SYS] 2025/04/21 - 14:32:56 | memory cache enabled 
[SYS] 2025/04/21 - 14:32:56 | sync frequency: 60 seconds 
[SYS] 2025/04/21 - 14:32:56 | channels synced from database 
[SYS] 2025/04/21 - 14:32:56 | batch update enabled with interval 5s 
[SYS] 2025/04/21 - 14:32:56 | pprof enabled 
[SYS] 2025/04/21 - 14:32:56 | initializing token encoders 
[SYS] 2025/04/21 - 14:32:56 | 正在更新数据看板数据... 
[SYS] 2025/04/21 - 14:32:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/21 - 14:32:57 | token encoders initialized 
[SYS] 2025/04/21 - 14:32:57 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/21 - 14:33:01 | batch update started 
[SYS] 2025/04/21 - 14:33:01 | batch update finished 
[SYS] 2025/04/21 - 14:33:06 | batch update started 
[SYS] 2025/04/21 - 14:33:06 | batch update finished 
[SYS] 2025/04/21 - 14:33:11 | 任务进度轮询开始 
[SYS] 2025/04/21 - 14:33:11 | batch update started 
[SYS] 2025/04/21 - 14:33:11 | batch update finished 
[SYS] 2025/04/21 - 14:33:11 | 任务进度轮询完成 
[GIN] 2025/04/21 - 14:33:15 | 20250421143314965147914WnW2KnlM | 200 |   37.159183ms |             ::1 |     GET /
[GIN] 2025/04/21 - 14:33:15 | 20250421143315977444158ohf6Jqz | 200 |   58.649712ms |             ::1 |     GET /assets/index-WPgHA6qT.css
[GIN] 2025/04/21 - 14:33:14 | 202504211433148653726035dpMumH0 | 200 |   11.300897ms |             ::1 |     GET /api/status
[SYS] 2025/04/21 - 14:33:15 | batch update started 
[SYS] 2025/04/21 - 14:33:15 | batch update finished 
[SYS] 2025/04/21 - 14:33:20 | batch update started 
[SYS] 2025/04/21 - 14:33:20 | batch update finished 
[GIN] 2025/04/21 - 14:33:25 | 20250421143325107882422bnEp5T5 | 200 |    3.651848ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/21 - 14:33:25 | 2025042114332520055871sGWB51zH | 200 |   12.650734ms |             ::1 |     GET /api/data/?username=&start_timestamp=1745156005&end_timestamp=1745246005&default_time=hour
[SYS] 2025/04/21 - 14:33:25 | batch update started 
[SYS] 2025/04/21 - 14:33:25 | batch update finished 
[SYS] 2025/04/21 - 14:33:25 | 任务进度轮询开始 
[SYS] 2025/04/21 - 14:33:25 | 任务进度轮询完成 
[GIN] 2025/04/21 - 14:33:26 | 20250421143326846392468czyXYuP7 | 200 |    2.415315ms |             ::1 |     GET /detail
[GIN] 2025/04/21 - 14:33:27 | 20250421143327379526294CoiRZ1Jb | 200 |    1.032184ms |             ::1 |     GET /api/status
[GIN] 2025/04/21 - 14:33:27 | 20250421143327682908889IO2xDqA9 | 200 |    3.591144ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/21 - 14:33:27 | 202504211433276912560469jvuER2h | 200 |    2.000186ms |             ::1 |     GET /api/data/?username=&start_timestamp=1745156008&end_timestamp=1745246008&default_time=hour
[SYS] 2025/04/21 - 14:33:30 | batch update started 
[SYS] 2025/04/21 - 14:33:30 | batch update finished 
[SYS] 2025/04/21 - 14:33:35 | batch update started 
[SYS] 2025/04/21 - 14:33:35 | batch update finished 
[SYS] 2025/04/21 - 14:33:40 | batch update started 
[SYS] 2025/04/21 - 14:33:40 | batch update finished 
[SYS] 2025/04/21 - 14:33:40 | 任务进度轮询开始 
[SYS] 2025/04/21 - 14:33:40 | 任务进度轮询完成 
[SYS] 2025/04/21 - 14:33:45 | batch update started 
[SYS] 2025/04/21 - 14:33:45 | batch update finished 
[SYS] 2025/04/21 - 14:33:49 | batch update started 
[SYS] 2025/04/21 - 14:33:49 | batch update finished 
