[SYS] 2025/04/03 - 12:39:17 | New API v0.0.0 started 
[SYS] 2025/04/03 - 12:39:17 | using MySQL as database 
[SYS] 2025/04/03 - 12:39:17 | database migration started 
[SYS] 2025/04/03 - 12:39:17 | database migrated 
[SYS] 2025/04/03 - 12:39:17 | using MySQL as database 
[SYS] 2025/04/03 - 12:39:17 | database migration started 
[SYS] 2025/04/03 - 12:39:18 | Redis is enabled 
[SYS] 2025/04/03 - 12:39:18 | memory cache enabled 
[SYS] 2025/04/03 - 12:39:18 | sync frequency: 60 seconds 
[SYS] 2025/04/03 - 12:39:18 | channels synced from database 
[SYS] 2025/04/03 - 12:39:18 | 正在更新数据看板数据... 
[SYS] 2025/04/03 - 12:39:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/03 - 12:39:18 | batch update enabled with interval 5s 
[SYS] 2025/04/03 - 12:39:18 | pprof enabled 
[SYS] 2025/04/03 - 12:39:18 | initializing token encoders 
[SYS] 2025/04/03 - 12:39:18 | token encoders initialized 
[SYS] 2025/04/03 - 12:39:18 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/03 - 12:39:23 | batch update started 
[SYS] 2025/04/03 - 12:39:23 | batch update finished 
[SYS] 2025/04/03 - 12:39:28 | batch update started 
[SYS] 2025/04/03 - 12:39:28 | batch update finished 
[SYS] 2025/04/03 - 12:39:33 | batch update started 
[SYS] 2025/04/03 - 12:39:33 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:39:33 | batch update finished 
[SYS] 2025/04/03 - 12:39:33 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:39:38 | batch update started 
[SYS] 2025/04/03 - 12:39:38 | batch update finished 
[GIN] 2025/04/03 - 12:39:40 | 20250403123940504023982EjlyH1N | 200 |   41.271105ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/03 - 12:39:40 | 20250403123940440353273VMZAAoKR | 200 |    89.35879ms |             ::1 |     GET /api/data/self?start_timestamp=1743593979&end_timestamp=1743683979&default_time=hour
[SYS] 2025/04/03 - 12:39:43 | batch update started 
[SYS] 2025/04/03 - 12:39:43 | batch update finished 
[GIN] 2025/04/03 - 12:39:44 | 20250403123944221858188pfPnMhD3 | 200 |   40.173845ms |             ::1 |     GET /api/user/models
[GIN] 2025/04/03 - 12:39:44 | 20250403123944264814833TRm6WDHf | 200 |    2.030148ms |             ::1 |     GET /api/user/self/groups
[GIN] 2025/04/03 - 12:39:44 | 20250403123944258649451bAIKwqu3 | 200 |  118.242401ms |             ::1 |     GET /api/token/?p=0&size=10
[SYS] 2025/04/03 - 12:39:48 | batch update started 
[SYS] 2025/04/03 - 12:39:48 | batch update finished 
[SYS] 2025/04/03 - 12:39:48 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:39:48 | 任务进度轮询完成 
[GIN] 2025/04/03 - 12:39:48 | 202504031239488211303301HByRkks | 200 |    1.464778ms |             ::1 |     GET /api/user/logout
[SYS] 2025/04/03 - 12:39:53 | batch update started 
[SYS] 2025/04/03 - 12:39:53 | batch update finished 
[SYS] 2025/04/03 - 12:39:58 | batch update started 
[SYS] 2025/04/03 - 12:39:58 | batch update finished 
[SYS] 2025/04/03 - 12:40:03 | batch update started 
[SYS] 2025/04/03 - 12:40:03 | batch update finished 
[SYS] 2025/04/03 - 12:40:03 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:40:03 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:40:08 | batch update started 
[SYS] 2025/04/03 - 12:40:08 | batch update finished 
[SYS] 2025/04/03 - 12:40:13 | batch update started 
[SYS] 2025/04/03 - 12:40:13 | batch update finished 
[SYS] 2025/04/03 - 12:40:18 | syncing options from database 
[SYS] 2025/04/03 - 12:40:18 | syncing channels from database 
[SYS] 2025/04/03 - 12:40:18 | batch update started 
[SYS] 2025/04/03 - 12:40:18 | batch update finished 
[SYS] 2025/04/03 - 12:40:18 | channels synced from database 
[SYS] 2025/04/03 - 12:40:18 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:40:18 | 任务进度轮询完成 
[GIN] 2025/04/03 - 12:40:19 | 20250403124019260741588IyjK8KOe | 500 |    1.877889ms |             ::1 |     GET /api/auth/google/login
[SYS] 2025/04/03 - 12:40:23 | batch update started 
[SYS] 2025/04/03 - 12:40:23 | batch update finished 
[SYS] 2025/04/03 - 12:40:28 | batch update started 
[SYS] 2025/04/03 - 12:40:28 | batch update finished 
[SYS] 2025/04/03 - 12:40:33 | batch update started 
[SYS] 2025/04/03 - 12:40:33 | batch update finished 
[SYS] 2025/04/03 - 12:40:33 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:40:33 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:40:38 | batch update started 
[SYS] 2025/04/03 - 12:40:38 | batch update finished 
[SYS] 2025/04/03 - 12:40:43 | batch update started 
[SYS] 2025/04/03 - 12:40:43 | batch update finished 
[SYS] 2025/04/03 - 12:40:48 | batch update started 
[SYS] 2025/04/03 - 12:40:48 | batch update finished 
[SYS] 2025/04/03 - 12:40:48 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:40:48 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:40:53 | batch update started 
[SYS] 2025/04/03 - 12:40:53 | batch update finished 
[SYS] 2025/04/03 - 12:40:58 | batch update started 
[SYS] 2025/04/03 - 12:40:58 | batch update finished 
[SYS] 2025/04/03 - 12:41:03 | batch update started 
[SYS] 2025/04/03 - 12:41:03 | batch update finished 
[SYS] 2025/04/03 - 12:41:03 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:41:03 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:41:08 | batch update started 
[SYS] 2025/04/03 - 12:41:08 | batch update finished 
[SYS] 2025/04/03 - 12:41:13 | batch update started 
[SYS] 2025/04/03 - 12:41:13 | batch update finished 
[SYS] 2025/04/03 - 12:41:18 | syncing options from database 
[SYS] 2025/04/03 - 12:41:18 | syncing channels from database 
[SYS] 2025/04/03 - 12:41:18 | batch update started 
[SYS] 2025/04/03 - 12:41:18 | batch update finished 
[SYS] 2025/04/03 - 12:41:18 | channels synced from database 
[SYS] 2025/04/03 - 12:41:18 | 任务进度轮询开始 
[SYS] 2025/04/03 - 12:41:18 | 任务进度轮询完成 
[SYS] 2025/04/03 - 12:41:23 | batch update started 
[SYS] 2025/04/03 - 12:41:23 | batch update finished 
[SYS] 2025/04/03 - 12:41:28 | batch update started 
[SYS] 2025/04/03 - 12:41:28 | batch update finished 
[SYS] 2025/04/03 - 12:41:33 | batch update started 
[SYS] 2025/04/03 - 12:41:33 | batch update finished 
[SYS] 2025/04/03 - 12:41:33 | 任务进度轮询开始 
