[SYS] 2025/04/05 - 21:50:01 | New API v0.0.0 started 
[SYS] 2025/04/05 - 21:50:01 | using MySQL as database 
[SYS] 2025/04/05 - 21:50:01 | database migration started 
[SYS] 2025/04/05 - 21:50:02 | database migrated 
[SYS] 2025/04/05 - 21:50:02 | using MySQL as database 
[SYS] 2025/04/05 - 21:50:02 | database migration started 
[SYS] 2025/04/05 - 21:50:02 | Redis is enabled 
[SYS] 2025/04/05 - 21:50:02 | memory cache enabled 
[SYS] 2025/04/05 - 21:50:02 | sync frequency: 60 seconds 
[SYS] 2025/04/05 - 21:50:02 | channels synced from database 
[SYS] 2025/04/05 - 21:50:02 | batch update enabled with interval 5s 
[SYS] 2025/04/05 - 21:50:02 | 正在更新数据看板数据... 
[SYS] 2025/04/05 - 21:50:02 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/05 - 21:50:02 | pprof enabled 
[SYS] 2025/04/05 - 21:50:02 | initializing token encoders 
[SYS] 2025/04/05 - 21:50:02 | token encoders initialized 
[SYS] 2025/04/05 - 21:50:02 | FRONTEND_BASE_URL is ignored on master node 
[GIN] 2025/04/05 - 21:50:08 | 202504052150087434378304JkMDgnB | 200 |   14.264368ms |             ::1 |     GET /topup
[SYS] 2025/04/05 - 21:50:09 | batch update started 
[SYS] 2025/04/05 - 21:50:09 | batch update finished 
[GIN] 2025/04/05 - 21:50:11 | 20250405215011209639396aJMTTEeM | 200 |    1.314851ms |             ::1 |     GET /api/status
[GIN] 2025/04/05 - 21:50:11 | 20250405215011213417766lL4wsHg5 | 200 |   14.655968ms |             ::1 |     GET /api/user/self
[SYS] 2025/04/05 - 21:50:14 | batch update started 
[SYS] 2025/04/05 - 21:50:14 | batch update finished 
[GIN] 2025/04/05 - 21:50:19 | 20250405215019272901596iIOrjLpQ | 200 |    2.708738ms |             ::1 |    POST /api/user/amount
[SYS] 2025/04/05 - 21:50:19 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:50:19 | batch update started 
[SYS] 2025/04/05 - 21:50:19 | batch update finished 
[SYS] 2025/04/05 - 21:50:19 | 任务进度轮询完成 
[GIN] 2025/04/05 - 21:50:19 | 20250405215019860119677lRjEvpvN | 200 |   10.485969ms |             ::1 |    POST /api/user/amount
[SYS] 2025/04/05 - 21:50:24 | batch update started 
[SYS] 2025/04/05 - 21:50:24 | batch update finished 
[GIN] 2025/04/05 - 21:50:24 | 20250405215021860412527lzJDtDse | 200 |  2.883637542s |             ::1 |    POST /api/user/pay
[SYS] 2025/04/05 - 21:50:29 | batch update started 
[SYS] 2025/04/05 - 21:50:29 | batch update finished 
[SYS] 2025/04/05 - 21:50:34 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:50:34 | batch update started 
[SYS] 2025/04/05 - 21:50:34 | batch update finished 
[SYS] 2025/04/05 - 21:50:34 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:50:40 | batch update started 
[SYS] 2025/04/05 - 21:50:41 | batch update finished 
[SYS] 2025/04/05 - 21:50:46 | batch update started 
[SYS] 2025/04/05 - 21:50:46 | batch update finished 
[SYS] 2025/04/05 - 21:50:50 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:50:50 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:50:51 | batch update started 
[SYS] 2025/04/05 - 21:50:51 | batch update finished 
[SYS] 2025/04/05 - 21:50:56 | batch update started 
[SYS] 2025/04/05 - 21:50:56 | batch update finished 
[SYS] 2025/04/05 - 21:51:01 | batch update started 
[SYS] 2025/04/05 - 21:51:01 | batch update finished 
[SYS] 2025/04/05 - 21:51:05 | syncing options from database 
[SYS] 2025/04/05 - 21:51:05 | syncing channels from database 
[SYS] 2025/04/05 - 21:51:05 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:51:05 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:51:05 | channels synced from database 
[SYS] 2025/04/05 - 21:51:06 | batch update started 
[SYS] 2025/04/05 - 21:51:06 | batch update finished 
[SYS] 2025/04/05 - 21:51:11 | batch update started 
[SYS] 2025/04/05 - 21:51:11 | batch update finished 
[SYS] 2025/04/05 - 21:51:17 | batch update started 
[SYS] 2025/04/05 - 21:51:17 | batch update finished 
[SYS] 2025/04/05 - 21:51:22 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:51:22 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:51:22 | batch update started 
[SYS] 2025/04/05 - 21:51:22 | batch update finished 
[SYS] 2025/04/05 - 21:51:27 | batch update started 
[SYS] 2025/04/05 - 21:51:27 | batch update finished 
[SYS] 2025/04/05 - 21:51:32 | batch update started 
[SYS] 2025/04/05 - 21:51:32 | batch update finished 
[SYS] 2025/04/05 - 21:51:37 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:51:37 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:51:37 | batch update started 
[SYS] 2025/04/05 - 21:51:37 | batch update finished 
[SYS] 2025/04/05 - 21:51:42 | batch update started 
[SYS] 2025/04/05 - 21:51:42 | batch update finished 
[SYS] 2025/04/05 - 21:51:49 | batch update started 
[SYS] 2025/04/05 - 21:51:49 | batch update finished 
[GIN] 2025/04/05 - 21:51:53 | 20250405215153496684558Gsbnwl2r | 200 |  105.561573ms |   54.187.216.72 |    POST /api/stripe/webhook
[SYS] 2025/04/05 - 21:51:54 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:51:54 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:51:54 | batch update started 
[SYS] 2025/04/05 - 21:51:54 | batch update finished 
[SYS] 2025/04/05 - 21:51:59 | batch update started 
[SYS] 2025/04/05 - 21:51:59 | batch update finished 
[SYS] 2025/04/05 - 21:52:04 | batch update started 
[SYS] 2025/04/05 - 21:52:04 | batch update finished 
[SYS] 2025/04/05 - 21:52:09 | syncing options from database 
[SYS] 2025/04/05 - 21:52:09 | syncing channels from database 
[SYS] 2025/04/05 - 21:52:09 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:52:09 | channels synced from database 
[SYS] 2025/04/05 - 21:52:09 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:52:09 | batch update started 
[SYS] 2025/04/05 - 21:52:09 | batch update finished 
[SYS] 2025/04/05 - 21:52:14 | batch update started 
[SYS] 2025/04/05 - 21:52:14 | batch update finished 
[SYS] 2025/04/05 - 21:52:19 | batch update started 
[SYS] 2025/04/05 - 21:52:19 | batch update finished 
[SYS] 2025/04/05 - 21:52:26 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:52:26 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:52:26 | batch update started 
[SYS] 2025/04/05 - 21:52:26 | batch update finished 
[SYS] 2025/04/05 - 21:52:31 | batch update started 
[SYS] 2025/04/05 - 21:52:31 | batch update finished 
[SYS] 2025/04/05 - 21:52:36 | batch update started 
[SYS] 2025/04/05 - 21:52:36 | batch update finished 
[SYS] 2025/04/05 - 21:52:41 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:52:41 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:52:41 | batch update started 
[SYS] 2025/04/05 - 21:52:41 | batch update finished 
[SYS] 2025/04/05 - 21:52:46 | batch update started 
[SYS] 2025/04/05 - 21:52:46 | batch update finished 
[SYS] 2025/04/05 - 21:52:51 | batch update started 
[SYS] 2025/04/05 - 21:52:51 | batch update finished 
[SYS] 2025/04/05 - 21:52:58 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:52:58 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:52:58 | batch update started 
[SYS] 2025/04/05 - 21:52:58 | batch update finished 
[SYS] 2025/04/05 - 21:53:03 | batch update started 
[SYS] 2025/04/05 - 21:53:03 | batch update finished 
[SYS] 2025/04/05 - 21:53:08 | batch update started 
[SYS] 2025/04/05 - 21:53:08 | batch update finished 
[SYS] 2025/04/05 - 21:53:13 | syncing options from database 
[SYS] 2025/04/05 - 21:53:13 | syncing channels from database 
[SYS] 2025/04/05 - 21:53:13 | channels synced from database 
[SYS] 2025/04/05 - 21:53:13 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:53:13 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:53:13 | batch update started 
[SYS] 2025/04/05 - 21:53:13 | batch update finished 
[SYS] 2025/04/05 - 21:53:18 | batch update started 
[SYS] 2025/04/05 - 21:53:18 | batch update finished 
[SYS] 2025/04/05 - 21:53:23 | batch update started 
[SYS] 2025/04/05 - 21:53:23 | batch update finished 
[SYS] 2025/04/05 - 21:53:30 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:53:30 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:53:30 | batch update started 
[SYS] 2025/04/05 - 21:53:30 | batch update finished 
[SYS] 2025/04/05 - 21:53:35 | batch update started 
[SYS] 2025/04/05 - 21:53:35 | batch update finished 
[SYS] 2025/04/05 - 21:53:40 | batch update started 
[SYS] 2025/04/05 - 21:53:40 | batch update finished 
[SYS] 2025/04/05 - 21:53:45 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:53:45 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:53:45 | batch update started 
[SYS] 2025/04/05 - 21:53:45 | batch update finished 
[SYS] 2025/04/05 - 21:53:50 | batch update started 
[SYS] 2025/04/05 - 21:53:50 | batch update finished 
[SYS] 2025/04/05 - 21:53:55 | batch update started 
[SYS] 2025/04/05 - 21:53:55 | batch update finished 
[SYS] 2025/04/05 - 21:54:00 | 任务进度轮询开始 
[SYS] 2025/04/05 - 21:54:00 | 任务进度轮询完成 
[SYS] 2025/04/05 - 21:54:00 | batch update started 
[SYS] 2025/04/05 - 21:54:00 | batch update finished 
[SYS] 2025/04/05 - 21:54:07 | batch update started 
[SYS] 2025/04/05 - 21:54:07 | batch update finished 
