[SYS] 2025/03/31 - 11:01:50 | New API v0.0.0 started 
[SYS] 2025/03/31 - 11:01:50 | using MySQL as database 
[SYS] 2025/03/31 - 11:01:50 | database migration started 
[SYS] 2025/03/31 - 11:01:51 | database migrated 
[SYS] 2025/03/31 - 11:01:51 | using MySQL as database 
[SYS] 2025/03/31 - 11:01:51 | database migration started 
[SYS] 2025/03/31 - 11:01:51 | Redis is enabled 
[SYS] 2025/03/31 - 11:01:51 | memory cache enabled 
[SYS] 2025/03/31 - 11:01:51 | sync frequency: 60 seconds 
[SYS] 2025/03/31 - 11:01:51 | channels synced from database 
[SYS] 2025/03/31 - 11:01:51 | batch update enabled with interval 5s 
[SYS] 2025/03/31 - 11:01:51 | pprof enabled 
[SYS] 2025/03/31 - 11:01:51 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 11:01:51 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 11:01:51 | initializing token encoders 
[SYS] 2025/03/31 - 11:01:52 | token encoders initialized 
[SYS] 2025/03/31 - 11:01:52 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/31 - 11:01:56 | batch update started 
[SYS] 2025/03/31 - 11:01:56 | batch update finished 
[SYS] 2025/03/31 - 11:02:01 | batch update started 
[SYS] 2025/03/31 - 11:02:01 | batch update finished 
[SYS] 2025/03/31 - 11:02:06 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:02:06 | batch update started 
[SYS] 2025/03/31 - 11:02:06 | batch update finished 
[SYS] 2025/03/31 - 11:02:06 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:02:11 | batch update started 
[SYS] 2025/03/31 - 11:02:11 | batch update finished 
[SYS] 2025/03/31 - 11:02:16 | batch update started 
[SYS] 2025/03/31 - 11:02:16 | batch update finished 
[GIN] 2025/03/31 - 11:02:19 | 20250331110219105466663yt7bNKI9 | 500 |     144.237µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/31 - 11:02:21 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:02:21 | batch update started 
[SYS] 2025/03/31 - 11:02:21 | batch update finished 
[SYS] 2025/03/31 - 11:02:21 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:02:26 | batch update started 
[SYS] 2025/03/31 - 11:02:26 | batch update finished 
[SYS] 2025/03/31 - 11:02:31 | batch update started 
[SYS] 2025/03/31 - 11:02:31 | batch update finished 
[SYS] 2025/03/31 - 11:02:36 | batch update started 
[SYS] 2025/03/31 - 11:02:36 | batch update finished 
[SYS] 2025/03/31 - 11:02:36 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:02:36 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:02:41 | batch update started 
[SYS] 2025/03/31 - 11:02:41 | batch update finished 
[SYS] 2025/03/31 - 11:02:46 | batch update started 
[SYS] 2025/03/31 - 11:02:46 | batch update finished 
[SYS] 2025/03/31 - 11:02:51 | syncing channels from database 
[SYS] 2025/03/31 - 11:02:51 | syncing options from database 
[SYS] 2025/03/31 - 11:02:51 | channels synced from database 
[SYS] 2025/03/31 - 11:02:51 | batch update started 
[SYS] 2025/03/31 - 11:02:51 | batch update finished 
[SYS] 2025/03/31 - 11:02:51 | 任务进度轮询开始 
