[SYS] 2025/04/04 - 12:11:42 | New API v0.0.0 started 
[SYS] 2025/04/04 - 12:11:42 | using MySQL as database 
[SYS] 2025/04/04 - 12:11:42 | database migration started 
[SYS] 2025/04/04 - 12:11:42 | database migrated 
[SYS] 2025/04/04 - 12:11:42 | using MySQL as database 
[SYS] 2025/04/04 - 12:11:42 | database migration started 
[SYS] 2025/04/04 - 12:11:42 | Redis is enabled 
[SYS] 2025/04/04 - 12:11:42 | memory cache enabled 
[SYS] 2025/04/04 - 12:11:42 | sync frequency: 60 seconds 
[SYS] 2025/04/04 - 12:11:42 | channels synced from database 
[SYS] 2025/04/04 - 12:11:42 | 正在更新数据看板数据... 
[SYS] 2025/04/04 - 12:11:42 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/04 - 12:11:42 | batch update enabled with interval 5s 
[SYS] 2025/04/04 - 12:11:42 | pprof enabled 
[SYS] 2025/04/04 - 12:11:42 | initializing token encoders 
[SYS] 2025/04/04 - 12:11:42 | token encoders initialized 
[SYS] 2025/04/04 - 12:11:42 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/04 - 12:11:47 | batch update started 
[SYS] 2025/04/04 - 12:11:47 | batch update finished 
[SYS] 2025/04/04 - 12:11:52 | batch update started 
[SYS] 2025/04/04 - 12:11:52 | batch update finished 
[SYS] 2025/04/04 - 12:11:57 | 任务进度轮询开始 
[SYS] 2025/04/04 - 12:11:57 | 任务进度轮询完成 
[SYS] 2025/04/04 - 12:11:57 | batch update started 
[SYS] 2025/04/04 - 12:11:57 | batch update finished 
[SYS] 2025/04/04 - 12:12:02 | batch update started 
[SYS] 2025/04/04 - 12:12:02 | batch update finished 
[SYS] 2025/04/04 - 12:12:07 | batch update started 
[SYS] 2025/04/04 - 12:12:07 | batch update finished 
[GIN] 2025/04/04 - 12:12:08 | 20250404121208127001676YCc9ENJx | 200 |    1.876755ms |             ::1 |     GET /token
[GIN] 2025/04/04 - 12:12:08 | 20250404121208252530884hbOeE7Lm | 200 |   89.786862ms |             ::1 |     GET /assets/index-BduEUND3.js
[GIN] 2025/04/04 - 12:12:10 | 20250404121210311861521bv0r1hNF | 200 |    5.486378ms |             ::1 |     GET /api/user/models
