[SYS] 2025/04/19 - 13:30:32 | New API v0.0.0 started 
[SYS] 2025/04/19 - 13:30:32 | using MySQL as database 
[SYS] 2025/04/19 - 13:30:32 | database migration started 
[SYS] 2025/04/19 - 13:30:33 | database migrated 
[SYS] 2025/04/19 - 13:30:33 | using MySQL as database 
[SYS] 2025/04/19 - 13:30:33 | database migration started 
[SYS] 2025/04/19 - 13:30:33 | Redis is enabled 
[SYS] 2025/04/19 - 13:30:33 | memory cache enabled 
[SYS] 2025/04/19 - 13:30:33 | sync frequency: 60 seconds 
[SYS] 2025/04/19 - 13:30:33 | channels synced from database 
[SYS] 2025/04/19 - 13:30:33 | batch update enabled with interval 5s 
[SYS] 2025/04/19 - 13:30:33 | pprof enabled 
[SYS] 2025/04/19 - 13:30:33 | initializing token encoders 
[SYS] 2025/04/19 - 13:30:33 | 正在更新数据看板数据... 
[SYS] 2025/04/19 - 13:30:33 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/19 - 13:30:34 | token encoders initialized 
[SYS] 2025/04/19 - 13:30:34 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/19 - 13:30:38 | batch update started 
[SYS] 2025/04/19 - 13:30:38 | batch update finished 
[SYS] 2025/04/19 - 13:30:43 | batch update started 
[SYS] 2025/04/19 - 13:30:43 | batch update finished 
[SYS] 2025/04/19 - 13:30:48 | batch update started 
[SYS] 2025/04/19 - 13:30:48 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:30:48 | batch update finished 
[SYS] 2025/04/19 - 13:30:48 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:30:53 | batch update started 
[SYS] 2025/04/19 - 13:30:53 | batch update finished 
[SYS] 2025/04/19 - 13:30:58 | batch update started 
[SYS] 2025/04/19 - 13:30:58 | batch update finished 
[SYS] 2025/04/19 - 13:31:02 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:31:02 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:31:02 | batch update started 
[SYS] 2025/04/19 - 13:31:02 | batch update finished 
[SYS] 2025/04/19 - 13:31:07 | batch update started 
[SYS] 2025/04/19 - 13:31:07 | batch update finished 
[SYS] 2025/04/19 - 13:31:12 | batch update started 
[SYS] 2025/04/19 - 13:31:12 | batch update finished 
[SYS] 2025/04/19 - 13:31:17 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:31:17 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:31:17 | batch update started 
[SYS] 2025/04/19 - 13:31:17 | batch update finished 
[SYS] 2025/04/19 - 13:31:22 | batch update started 
[SYS] 2025/04/19 - 13:31:22 | batch update finished 
[SYS] 2025/04/19 - 13:31:27 | batch update started 
[SYS] 2025/04/19 - 13:31:27 | batch update finished 
[SYS] 2025/04/19 - 13:31:30 | syncing channels from database 
[SYS] 2025/04/19 - 13:31:30 | syncing options from database 
[SYS] 2025/04/19 - 13:31:31 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:31:31 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:31:31 | channels synced from database 
[SYS] 2025/04/19 - 13:31:31 | batch update started 
[SYS] 2025/04/19 - 13:31:31 | batch update finished 
[SYS] 2025/04/19 - 13:31:36 | batch update started 
[SYS] 2025/04/19 - 13:31:36 | batch update finished 
[SYS] 2025/04/19 - 13:31:41 | batch update started 
[SYS] 2025/04/19 - 13:31:41 | batch update finished 
[SYS] 2025/04/19 - 13:31:46 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:31:46 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:31:46 | batch update started 
[SYS] 2025/04/19 - 13:31:46 | batch update finished 
[SYS] 2025/04/19 - 13:31:51 | batch update started 
[SYS] 2025/04/19 - 13:31:51 | batch update finished 
[SYS] 2025/04/19 - 13:31:56 | batch update started 
[SYS] 2025/04/19 - 13:31:56 | batch update finished 
[SYS] 2025/04/19 - 13:32:01 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:32:01 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:32:01 | batch update started 
[SYS] 2025/04/19 - 13:32:01 | batch update finished 
[SYS] 2025/04/19 - 13:32:04 | batch update started 
[SYS] 2025/04/19 - 13:32:04 | batch update finished 
[SYS] 2025/04/19 - 13:32:09 | batch update started 
[SYS] 2025/04/19 - 13:32:09 | batch update finished 
[SYS] 2025/04/19 - 13:32:14 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:32:14 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:32:14 | batch update started 
[SYS] 2025/04/19 - 13:32:14 | batch update finished 
[SYS] 2025/04/19 - 13:32:19 | batch update started 
[SYS] 2025/04/19 - 13:32:19 | batch update finished 
[SYS] 2025/04/19 - 13:32:24 | batch update started 
[SYS] 2025/04/19 - 13:32:24 | batch update finished 
[SYS] 2025/04/19 - 13:32:29 | syncing options from database 
[SYS] 2025/04/19 - 13:32:29 | syncing channels from database 
[SYS] 2025/04/19 - 13:32:29 | channels synced from database 
[SYS] 2025/04/19 - 13:32:29 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:32:29 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:32:29 | batch update started 
[SYS] 2025/04/19 - 13:32:29 | batch update finished 
[SYS] 2025/04/19 - 13:32:33 | batch update started 
[SYS] 2025/04/19 - 13:32:33 | batch update finished 
[SYS] 2025/04/19 - 13:32:38 | batch update started 
[SYS] 2025/04/19 - 13:32:38 | batch update finished 
[SYS] 2025/04/19 - 13:32:43 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:32:43 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:32:43 | batch update started 
[SYS] 2025/04/19 - 13:32:43 | batch update finished 
[SYS] 2025/04/19 - 13:32:48 | batch update started 
[SYS] 2025/04/19 - 13:32:48 | batch update finished 
[SYS] 2025/04/19 - 13:32:53 | batch update started 
[SYS] 2025/04/19 - 13:32:53 | batch update finished 
[SYS] 2025/04/19 - 13:32:58 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:32:58 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:32:58 | batch update started 
[SYS] 2025/04/19 - 13:32:58 | batch update finished 
[SYS] 2025/04/19 - 13:33:03 | batch update started 
[SYS] 2025/04/19 - 13:33:03 | batch update finished 
[SYS] 2025/04/19 - 13:33:07 | batch update started 
[SYS] 2025/04/19 - 13:33:07 | batch update finished 
[SYS] 2025/04/19 - 13:33:12 | 任务进度轮询开始 
[SYS] 2025/04/19 - 13:33:12 | 任务进度轮询完成 
[SYS] 2025/04/19 - 13:33:12 | batch update started 
[SYS] 2025/04/19 - 13:33:12 | batch update finished 
[SYS] 2025/04/19 - 13:33:17 | batch update started 
[SYS] 2025/04/19 - 13:33:17 | batch update finished 
[SYS] 2025/04/19 - 13:33:22 | batch update started 
[SYS] 2025/04/19 - 13:33:22 | batch update finished 
