[SYS] 2025/04/05 - 22:46:12 | New API v0.0.0 started 
[SYS] 2025/04/05 - 22:46:12 | using MySQL as database 
[SYS] 2025/04/05 - 22:46:13 | database migration started 
[SYS] 2025/04/05 - 22:46:13 | database migrated 
[SYS] 2025/04/05 - 22:46:13 | using MySQL as database 
[SYS] 2025/04/05 - 22:46:13 | database migration started 
[SYS] 2025/04/05 - 22:46:13 | Redis is enabled 
[SYS] 2025/04/05 - 22:46:13 | memory cache enabled 
[SYS] 2025/04/05 - 22:46:13 | sync frequency: 60 seconds 
[SYS] 2025/04/05 - 22:46:13 | channels synced from database 
[SYS] 2025/04/05 - 22:46:13 | batch update enabled with interval 5s 
[SYS] 2025/04/05 - 22:46:13 | pprof enabled 
[SYS] 2025/04/05 - 22:46:13 | initializing token encoders 
[SYS] 2025/04/05 - 22:46:13 | 正在更新数据看板数据... 
[SYS] 2025/04/05 - 22:46:13 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/05 - 22:46:13 | token encoders initialized 
[SYS] 2025/04/05 - 22:46:13 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/05 - 22:46:18 | batch update started 
[SYS] 2025/04/05 - 22:46:18 | batch update finished 
[SYS] 2025/04/05 - 22:46:23 | batch update started 
[SYS] 2025/04/05 - 22:46:23 | batch update finished 
[SYS] 2025/04/05 - 22:46:28 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:46:28 | batch update started 
[SYS] 2025/04/05 - 22:46:28 | batch update finished 
[SYS] 2025/04/05 - 22:46:28 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:46:35 | batch update started 
[SYS] 2025/04/05 - 22:46:35 | batch update finished 
[SYS] 2025/04/05 - 22:46:40 | batch update started 
[SYS] 2025/04/05 - 22:46:40 | batch update finished 
[SYS] 2025/04/05 - 22:46:45 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:46:45 | batch update started 
[SYS] 2025/04/05 - 22:46:45 | batch update finished 
[SYS] 2025/04/05 - 22:46:45 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:46:50 | batch update started 
[SYS] 2025/04/05 - 22:46:50 | batch update finished 
[SYS] 2025/04/05 - 22:46:55 | batch update started 
[SYS] 2025/04/05 - 22:46:55 | batch update finished 
[SYS] 2025/04/05 - 22:47:00 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:47:00 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:47:00 | batch update started 
[SYS] 2025/04/05 - 22:47:00 | batch update finished 
[SYS] 2025/04/05 - 22:47:05 | batch update started 
[SYS] 2025/04/05 - 22:47:05 | batch update finished 
[SYS] 2025/04/05 - 22:47:12 | batch update started 
[SYS] 2025/04/05 - 22:47:12 | batch update finished 
[SYS] 2025/04/05 - 22:47:17 | syncing options from database 
[SYS] 2025/04/05 - 22:47:17 | syncing channels from database 
[SYS] 2025/04/05 - 22:47:17 | channels synced from database 
[SYS] 2025/04/05 - 22:47:17 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:47:17 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:47:17 | batch update started 
[SYS] 2025/04/05 - 22:47:17 | batch update finished 
[SYS] 2025/04/05 - 22:47:22 | batch update started 
[SYS] 2025/04/05 - 22:47:22 | batch update finished 
[SYS] 2025/04/05 - 22:47:27 | batch update started 
[SYS] 2025/04/05 - 22:47:27 | batch update finished 
[SYS] 2025/04/05 - 22:47:32 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:47:32 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:47:32 | batch update started 
[SYS] 2025/04/05 - 22:47:32 | batch update finished 
[SYS] 2025/04/05 - 22:47:37 | batch update started 
[SYS] 2025/04/05 - 22:47:37 | batch update finished 
[SYS] 2025/04/05 - 22:47:44 | batch update started 
[SYS] 2025/04/05 - 22:47:44 | batch update finished 
[SYS] 2025/04/05 - 22:47:49 | 任务进度轮询开始 
[SYS] 2025/04/05 - 22:47:49 | 任务进度轮询完成 
[SYS] 2025/04/05 - 22:47:49 | batch update started 
[SYS] 2025/04/05 - 22:47:49 | batch update finished 
[SYS] 2025/04/05 - 22:47:54 | batch update started 
[SYS] 2025/04/05 - 22:47:54 | batch update finished 
[GIN] 2025/04/05 - 22:47:56 | 20250405224756132214104NtPrq3zi | 200 |   17.489299ms |             ::1 |     GET /assets/index-1f98XRTy.js
[GIN] 2025/04/05 - 22:47:56 | 20250405224756445582673KJRicFFb | 200 |   18.782602ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/05 - 22:47:56 | 20250405224756754742806ZxhK2jaO | 200 |   59.835606ms |             ::1 |     GET /api/data/self?start_timestamp=1743803276&end_timestamp=1743893276&default_time=hour
[SYS] 2025/04/05 - 22:47:59 | batch update started 
[SYS] 2025/04/05 - 22:47:59 | batch update finished 
