[SYS] 2025/03/30 - 23:50:04 | New API v0.0.0 started 
[SYS] 2025/03/30 - 23:50:04 | using MySQL as database 
[SYS] 2025/03/30 - 23:50:04 | database migration started 
[SYS] 2025/03/30 - 23:50:05 | database migrated 
[SYS] 2025/03/30 - 23:50:05 | using MySQL as database 
[SYS] 2025/03/30 - 23:50:05 | database migration started 
[SYS] 2025/03/30 - 23:50:05 | Redis is enabled 
[SYS] 2025/03/30 - 23:50:05 | memory cache enabled 
[SYS] 2025/03/30 - 23:50:05 | sync frequency: 60 seconds 
[SYS] 2025/03/30 - 23:50:05 | channels synced from database 
[SYS] 2025/03/30 - 23:50:05 | batch update enabled with interval 5s 
[SYS] 2025/03/30 - 23:50:05 | pprof enabled 
[SYS] 2025/03/30 - 23:50:05 | initializing token encoders 
[SYS] 2025/03/30 - 23:50:05 | 正在更新数据看板数据... 
[SYS] 2025/03/30 - 23:50:05 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/30 - 23:50:06 | token encoders initialized 
[SYS] 2025/03/30 - 23:50:06 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/30 - 23:50:10 | batch update started 
[SYS] 2025/03/30 - 23:50:10 | batch update finished 
[SYS] 2025/03/30 - 23:50:15 | batch update started 
[SYS] 2025/03/30 - 23:50:15 | batch update finished 
[GIN] 2025/03/30 - 23:50:15 | 20250330235015282705699VBpqDtzv | 200 |    1.343225ms |             ::1 |     GET /login
[SYS] 2025/03/30 - 23:50:17 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:50:17 | batch update started 
[SYS] 2025/03/30 - 23:50:17 | batch update finished 
[SYS] 2025/03/30 - 23:50:17 | 任务进度轮询完成 
[GIN] 2025/03/30 - 23:50:18 | 20250330235018145007782crFCClgR | 200 |    1.381033ms |             ::1 |     GET /api/status
[SYS] 2025/03/30 - 23:50:22 | batch update started 
[SYS] 2025/03/30 - 23:50:22 | batch update finished 
[SYS] 2025/03/30 - 23:50:27 | batch update started 
[SYS] 2025/03/30 - 23:50:27 | batch update finished 
[SYS] 2025/03/30 - 23:50:32 | batch update started 
[SYS] 2025/03/30 - 23:50:32 | batch update finished 
[SYS] 2025/03/30 - 23:50:32 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:50:32 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:50:37 | batch update started 
[SYS] 2025/03/30 - 23:50:37 | batch update finished 
[GIN] 2025/03/30 - 23:50:42 | 20250330235042658545849JmykCweR | 307 |      72.692µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/30 - 23:50:42 | batch update started 
[SYS] 2025/03/30 - 23:50:42 | batch update finished 
[SYS] 2025/03/30 - 23:50:45 | batch update started 
[SYS] 2025/03/30 - 23:50:45 | batch update finished 
[SYS] 2025/03/30 - 23:50:45 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:50:45 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:50:50 | batch update started 
[SYS] 2025/03/30 - 23:50:50 | batch update finished 
[SYS] 2025/03/30 - 23:50:55 | batch update started 
[SYS] 2025/03/30 - 23:50:55 | batch update finished 
[SYS] 2025/03/30 - 23:51:00 | syncing channels from database 
[SYS] 2025/03/30 - 23:51:00 | syncing options from database 
[SYS] 2025/03/30 - 23:51:00 | channels synced from database 
[SYS] 2025/03/30 - 23:51:00 | batch update started 
[SYS] 2025/03/30 - 23:51:00 | batch update finished 
[SYS] 2025/03/30 - 23:51:00 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:51:00 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:51:05 | batch update started 
[SYS] 2025/03/30 - 23:51:05 | batch update finished 
[SYS] 2025/03/30 - 23:51:10 | batch update started 
[SYS] 2025/03/30 - 23:51:10 | batch update finished 
[SYS] 2025/03/30 - 23:51:13 | batch update started 
[SYS] 2025/03/30 - 23:51:13 | batch update finished 
[SYS] 2025/03/30 - 23:51:13 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:51:13 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:51:18 | batch update started 
[SYS] 2025/03/30 - 23:51:18 | batch update finished 
[SYS] 2025/03/30 - 23:51:23 | batch update started 
[SYS] 2025/03/30 - 23:51:23 | batch update finished 
[SYS] 2025/03/30 - 23:51:28 | batch update started 
[SYS] 2025/03/30 - 23:51:28 | batch update finished 
[SYS] 2025/03/30 - 23:51:28 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:51:28 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:51:33 | batch update started 
[SYS] 2025/03/30 - 23:51:33 | batch update finished 
[SYS] 2025/03/30 - 23:51:38 | batch update started 
[SYS] 2025/03/30 - 23:51:38 | batch update finished 
[SYS] 2025/03/30 - 23:51:41 | batch update started 
[SYS] 2025/03/30 - 23:51:41 | batch update finished 
[SYS] 2025/03/30 - 23:51:41 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:51:41 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:51:46 | batch update started 
[SYS] 2025/03/30 - 23:51:46 | batch update finished 
[SYS] 2025/03/30 - 23:51:51 | batch update started 
[SYS] 2025/03/30 - 23:51:51 | batch update finished 
[SYS] 2025/03/30 - 23:51:56 | syncing channels from database 
[SYS] 2025/03/30 - 23:51:56 | syncing options from database 
[SYS] 2025/03/30 - 23:51:56 | channels synced from database 
[SYS] 2025/03/30 - 23:51:56 | batch update started 
[SYS] 2025/03/30 - 23:51:56 | batch update finished 
[SYS] 2025/03/30 - 23:51:56 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:51:56 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:52:01 | batch update started 
[SYS] 2025/03/30 - 23:52:01 | batch update finished 
[SYS] 2025/03/30 - 23:52:06 | batch update started 
[SYS] 2025/03/30 - 23:52:06 | batch update finished 
[SYS] 2025/03/30 - 23:52:08 | batch update started 
[SYS] 2025/03/30 - 23:52:08 | batch update finished 
[SYS] 2025/03/30 - 23:52:08 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:52:08 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:52:13 | batch update started 
[SYS] 2025/03/30 - 23:52:13 | batch update finished 
[SYS] 2025/03/30 - 23:52:18 | batch update started 
[SYS] 2025/03/30 - 23:52:18 | batch update finished 
[SYS] 2025/03/30 - 23:52:23 | batch update started 
[SYS] 2025/03/30 - 23:52:23 | batch update finished 
[SYS] 2025/03/30 - 23:52:23 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:52:23 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:52:28 | batch update started 
[SYS] 2025/03/30 - 23:52:28 | batch update finished 
[SYS] 2025/03/30 - 23:52:33 | batch update started 
[SYS] 2025/03/30 - 23:52:33 | batch update finished 
[SYS] 2025/03/30 - 23:52:36 | batch update started 
[SYS] 2025/03/30 - 23:52:36 | batch update finished 
[SYS] 2025/03/30 - 23:52:36 | 任务进度轮询开始 
