[SYS] 2025/03/28 - 16:39:00 | New API v0.0.0 started 
[SYS] 2025/03/28 - 16:39:00 | using MySQL as database 
[SYS] 2025/03/28 - 16:39:00 | database migration started 
[SYS] 2025/03/28 - 16:39:00 | database migrated 
[SYS] 2025/03/28 - 16:39:00 | using MySQL as database 
[SYS] 2025/03/28 - 16:39:00 | database migration started 
[SYS] 2025/03/28 - 16:39:00 | Redis is enabled 
[SYS] 2025/03/28 - 16:39:00 | memory cache enabled 
[SYS] 2025/03/28 - 16:39:00 | sync frequency: 60 seconds 
[SYS] 2025/03/28 - 16:39:00 | channels synced from database 
[SYS] 2025/03/28 - 16:39:00 | batch update enabled with interval 5s 
[SYS] 2025/03/28 - 16:39:00 | pprof enabled 
[SYS] 2025/03/28 - 16:39:00 | initializing token encoders 
[SYS] 2025/03/28 - 16:39:00 | 正在更新数据看板数据... 
[SYS] 2025/03/28 - 16:39:00 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/28 - 16:39:01 | token encoders initialized 
[SYS] 2025/03/28 - 16:39:01 | FRONTEND_BASE_URL is ignored on master node 
[FATAL] 2025/03/28 - 16:39:01 | [failed to start HTTP server: listen tcp :3000: bind: address already in use] 
