[SYS] 2025/04/15 - 16:27:10 | New API v0.0.0 started 
[SYS] 2025/04/15 - 16:27:11 | using MySQL as database 
[SYS] 2025/04/15 - 16:27:11 | database migration started 
[SYS] 2025/04/15 - 16:27:12 | database migrated 
[SYS] 2025/04/15 - 16:27:12 | using MySQL as database 
[SYS] 2025/04/15 - 16:27:12 | database migration started 
[SYS] 2025/04/15 - 16:27:13 | Redis is enabled 
[SYS] 2025/04/15 - 16:27:14 | memory cache enabled 
[SYS] 2025/04/15 - 16:27:14 | sync frequency: 60 seconds 
[SYS] 2025/04/15 - 16:27:14 | channels synced from database 
[SYS] 2025/04/15 - 16:27:14 | 正在更新数据看板数据... 
[SYS] 2025/04/15 - 16:27:14 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/15 - 16:27:14 | batch update enabled with interval 5s 
[SYS] 2025/04/15 - 16:27:14 | pprof enabled 
[SYS] 2025/04/15 - 16:27:14 | initializing token encoders 
[SYS] 2025/04/15 - 16:27:17 | batch update started 
[SYS] 2025/04/15 - 16:27:17 | batch update finished 
[SYS] 2025/04/15 - 16:27:21 | token encoders initialized 
[SYS] 2025/04/15 - 16:27:21 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/15 - 16:27:22 | batch update started 
[SYS] 2025/04/15 - 16:27:22 | batch update finished 
[SYS] 2025/04/15 - 16:27:27 | 任务进度轮询开始 
[SYS] 2025/04/15 - 16:27:27 | batch update started 
[SYS] 2025/04/15 - 16:27:27 | batch update finished 
[SYS] 2025/04/15 - 16:27:27 | 任务进度轮询完成 
[SYS] 2025/04/15 - 16:27:32 | batch update started 
[SYS] 2025/04/15 - 16:27:32 | batch update finished 
[SYS] 2025/04/15 - 16:27:37 | batch update started 
[SYS] 2025/04/15 - 16:27:37 | batch update finished 
[SYS] 2025/04/15 - 16:27:42 | 任务进度轮询开始 
[SYS] 2025/04/15 - 16:27:42 | 任务进度轮询完成 
[SYS] 2025/04/15 - 16:27:42 | batch update started 
[SYS] 2025/04/15 - 16:27:42 | batch update finished 
[SYS] 2025/04/15 - 16:27:46 | batch update started 
[SYS] 2025/04/15 - 16:27:46 | batch update finished 
[SYS] 2025/04/15 - 16:27:51 | batch update started 
[SYS] 2025/04/15 - 16:27:51 | batch update finished 
[SYS] 2025/04/15 - 16:27:56 | 任务进度轮询开始 
[SYS] 2025/04/15 - 16:27:56 | 任务进度轮询完成 
[SYS] 2025/04/15 - 16:27:56 | batch update started 
[SYS] 2025/04/15 - 16:27:56 | batch update finished 
[SYS] 2025/04/15 - 16:28:01 | batch update started 
[SYS] 2025/04/15 - 16:28:01 | batch update finished 
[SYS] 2025/04/15 - 16:28:06 | batch update started 
[SYS] 2025/04/15 - 16:28:06 | batch update finished 
[SYS] 2025/04/15 - 16:28:11 | syncing options from database 
[SYS] 2025/04/15 - 16:28:11 | syncing channels from database 
[SYS] 2025/04/15 - 16:28:11 | channels synced from database 
[SYS] 2025/04/15 - 16:28:11 | 任务进度轮询开始 
[SYS] 2025/04/15 - 16:28:11 | 任务进度轮询完成 
[SYS] 2025/04/15 - 16:28:11 | batch update started 
[SYS] 2025/04/15 - 16:28:11 | batch update finished 
[SYS] 2025/04/15 - 16:28:16 | batch update started 
[SYS] 2025/04/15 - 16:28:16 | batch update finished 
[SYS] 2025/04/15 - 16:28:19 | batch update started 
[SYS] 2025/04/15 - 16:28:19 | batch update finished 
[GIN] 2025/04/15 - 16:28:24 | 20250415162824757475855t6L7hkEc | 200 |    2.204071ms |             ::1 |     GET /login
[SYS] 2025/04/15 - 16:28:24 | 任务进度轮询开始 
[SYS] 2025/04/15 - 16:28:24 | 任务进度轮询完成 
[SYS] 2025/04/15 - 16:28:24 | batch update started 
[SYS] 2025/04/15 - 16:28:24 | batch update finished 
[GIN] 2025/04/15 - 16:28:27 | 20250415162827267979533zTAOcN6s | 200 |    8.572272ms |             ::1 |     GET /
[SYS] 2025/04/15 - 16:28:29 | batch update started 
[SYS] 2025/04/15 - 16:28:29 | batch update finished 
[GIN] 2025/04/15 - 16:28:30 | 202504151628301152671556duSnn5U | 200 |    1.526962ms |             ::1 |     GET /api/status
[SYS] 2025/04/15 - 16:28:34 | batch update started 
[SYS] 2025/04/15 - 16:28:34 | batch update finished 
