[SYS] 2025/04/05 - 12:15:18 | New API v0.0.0 started 
[SYS] 2025/04/05 - 12:15:18 | using MySQL as database 
[SYS] 2025/04/05 - 12:15:18 | database migration started 
[SYS] 2025/04/05 - 12:15:18 | database migrated 
[SYS] 2025/04/05 - 12:15:18 | using MySQL as database 
[SYS] 2025/04/05 - 12:15:18 | database migration started 
[SYS] 2025/04/05 - 12:15:18 | Redis is enabled 
[SYS] 2025/04/05 - 12:15:18 | memory cache enabled 
[SYS] 2025/04/05 - 12:15:18 | sync frequency: 60 seconds 
[SYS] 2025/04/05 - 12:15:18 | channels synced from database 
[SYS] 2025/04/05 - 12:15:18 | batch update enabled with interval 5s 
[SYS] 2025/04/05 - 12:15:18 | pprof enabled 
[SYS] 2025/04/05 - 12:15:18 | initializing token encoders 
[SYS] 2025/04/05 - 12:15:18 | 正在更新数据看板数据... 
[SYS] 2025/04/05 - 12:15:18 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/05 - 12:15:19 | token encoders initialized 
[SYS] 2025/04/05 - 12:15:19 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/05 - 12:15:23 | batch update started 
[SYS] 2025/04/05 - 12:15:23 | batch update finished 
[SYS] 2025/04/05 - 12:15:29 | batch update started 
[SYS] 2025/04/05 - 12:15:29 | batch update finished 
[SYS] 2025/04/05 - 12:15:34 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:15:34 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:15:34 | batch update started 
[SYS] 2025/04/05 - 12:15:34 | batch update finished 
[SYS] 2025/04/05 - 12:15:39 | batch update started 
[SYS] 2025/04/05 - 12:15:39 | batch update finished 
[SYS] 2025/04/05 - 12:15:44 | batch update started 
[SYS] 2025/04/05 - 12:15:44 | batch update finished 
[SYS] 2025/04/05 - 12:15:49 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:15:49 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:15:49 | batch update started 
[SYS] 2025/04/05 - 12:15:49 | batch update finished 
[SYS] 2025/04/05 - 12:15:54 | batch update started 
[SYS] 2025/04/05 - 12:15:54 | batch update finished 
[SYS] 2025/04/05 - 12:15:59 | batch update started 
[SYS] 2025/04/05 - 12:15:59 | batch update finished 
[GIN] 2025/04/05 - 12:16:03 | 20250405121603218284051Uy6iUUMQ | 200 |    3.772651ms |             ::1 |     GET /topup
[GIN] 2025/04/05 - 12:16:03 | 20250405121603432122300NHuIphQG | 200 |  197.320057ms |             ::1 |     GET /assets/index-Dv1HljbO.js
[SYS] 2025/04/05 - 12:16:05 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:16:05 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:16:05 | batch update started 
[SYS] 2025/04/05 - 12:16:05 | batch update finished 
[GIN] 2025/04/05 - 12:16:07 | 20250405121606483427621o2iYZBg3 | 200 |  536.556159ms |             ::1 |     GET /api/status
[GIN] 2025/04/05 - 12:16:07 | 2025040512160766550389qQgiry0N | 200 |  188.289775ms |             ::1 |     GET /api/user/self
[SYS] 2025/04/05 - 12:16:10 | batch update started 
[SYS] 2025/04/05 - 12:16:10 | batch update finished 
[SYS] 2025/04/05 - 12:16:15 | batch update started 
[SYS] 2025/04/05 - 12:16:15 | batch update finished 
[SYS] 2025/04/05 - 12:16:20 | syncing channels from database 
[SYS] 2025/04/05 - 12:16:20 | syncing options from database 
[SYS] 2025/04/05 - 12:16:20 | channels synced from database 
[SYS] 2025/04/05 - 12:16:20 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:16:20 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:16:20 | batch update started 
[SYS] 2025/04/05 - 12:16:20 | batch update finished 
[SYS] 2025/04/05 - 12:16:25 | batch update started 
[SYS] 2025/04/05 - 12:16:25 | batch update finished 
[SYS] 2025/04/05 - 12:16:30 | batch update started 
[SYS] 2025/04/05 - 12:16:30 | batch update finished 
[SYS] 2025/04/05 - 12:16:36 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:16:36 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:16:36 | batch update started 
[SYS] 2025/04/05 - 12:16:36 | batch update finished 
[SYS] 2025/04/05 - 12:16:41 | batch update started 
[SYS] 2025/04/05 - 12:16:41 | batch update finished 
[SYS] 2025/04/05 - 12:16:46 | batch update started 
[SYS] 2025/04/05 - 12:16:46 | batch update finished 
[SYS] 2025/04/05 - 12:16:51 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:16:51 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:16:51 | batch update started 
[SYS] 2025/04/05 - 12:16:51 | batch update finished 
[SYS] 2025/04/05 - 12:16:56 | batch update started 
[SYS] 2025/04/05 - 12:16:56 | batch update finished 
[SYS] 2025/04/05 - 12:17:01 | batch update started 
[SYS] 2025/04/05 - 12:17:01 | batch update finished 
[SYS] 2025/04/05 - 12:17:08 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:17:08 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:17:08 | batch update started 
[SYS] 2025/04/05 - 12:17:08 | batch update finished 
[SYS] 2025/04/05 - 12:17:13 | batch update started 
[SYS] 2025/04/05 - 12:17:13 | batch update finished 
[SYS] 2025/04/05 - 12:17:18 | batch update started 
[SYS] 2025/04/05 - 12:17:18 | batch update finished 
[SYS] 2025/04/05 - 12:17:23 | syncing options from database 
[SYS] 2025/04/05 - 12:17:23 | syncing channels from database 
[SYS] 2025/04/05 - 12:17:23 | channels synced from database 
[SYS] 2025/04/05 - 12:17:23 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:17:23 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:17:23 | batch update started 
[SYS] 2025/04/05 - 12:17:23 | batch update finished 
[SYS] 2025/04/05 - 12:17:28 | batch update started 
[SYS] 2025/04/05 - 12:17:28 | batch update finished 
[SYS] 2025/04/05 - 12:17:33 | batch update started 
[SYS] 2025/04/05 - 12:17:33 | batch update finished 
[SYS] 2025/04/05 - 12:17:38 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:17:38 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:17:38 | batch update started 
[SYS] 2025/04/05 - 12:17:38 | batch update finished 
[SYS] 2025/04/05 - 12:17:44 | batch update started 
[SYS] 2025/04/05 - 12:17:44 | batch update finished 
[SYS] 2025/04/05 - 12:17:49 | batch update started 
[SYS] 2025/04/05 - 12:17:49 | batch update finished 
[SYS] 2025/04/05 - 12:17:54 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:17:54 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:17:54 | batch update started 
[SYS] 2025/04/05 - 12:17:54 | batch update finished 
[SYS] 2025/04/05 - 12:17:59 | batch update started 
[SYS] 2025/04/05 - 12:17:59 | batch update finished 
[SYS] 2025/04/05 - 12:18:04 | batch update started 
[SYS] 2025/04/05 - 12:18:04 | batch update finished 
[SYS] 2025/04/05 - 12:18:09 | 任务进度轮询开始 
[SYS] 2025/04/05 - 12:18:09 | 任务进度轮询完成 
[SYS] 2025/04/05 - 12:18:09 | batch update started 
[SYS] 2025/04/05 - 12:18:09 | batch update finished 
[SYS] 2025/04/05 - 12:18:15 | batch update started 
[SYS] 2025/04/05 - 12:18:15 | batch update finished 
[SYS] 2025/04/05 - 12:18:20 | batch update started 
[SYS] 2025/04/05 - 12:18:20 | batch update finished 
[SYS] 2025/04/05 - 12:18:25 | syncing options from database 
[SYS] 2025/04/05 - 12:18:25 | syncing channels from database 
[SYS] 2025/04/05 - 12:18:25 | channels synced from database 
[SYS] 2025/04/05 - 12:18:25 | 任务进度轮询开始 
