[SYS] 2025/03/30 - 23:37:57 | New API v0.0.0 started 
[SYS] 2025/03/30 - 23:37:57 | using MySQL as database 
[SYS] 2025/03/30 - 23:37:57 | database migration started 
[SYS] 2025/03/30 - 23:37:57 | database migrated 
[SYS] 2025/03/30 - 23:37:57 | using MySQL as database 
[SYS] 2025/03/30 - 23:37:57 | database migration started 
[SYS] 2025/03/30 - 23:37:58 | Redis is enabled 
[SYS] 2025/03/30 - 23:37:58 | memory cache enabled 
[SYS] 2025/03/30 - 23:37:58 | sync frequency: 60 seconds 
[SYS] 2025/03/30 - 23:37:58 | channels synced from database 
[SYS] 2025/03/30 - 23:37:58 | batch update enabled with interval 5s 
[SYS] 2025/03/30 - 23:37:58 | pprof enabled 
[SYS] 2025/03/30 - 23:37:58 | initializing token encoders 
[SYS] 2025/03/30 - 23:37:58 | 正在更新数据看板数据... 
[SYS] 2025/03/30 - 23:37:58 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/30 - 23:37:58 | token encoders initialized 
[SYS] 2025/03/30 - 23:37:58 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/30 - 23:38:03 | batch update started 
[SYS] 2025/03/30 - 23:38:03 | batch update finished 
[SYS] 2025/03/30 - 23:38:08 | batch update started 
[SYS] 2025/03/30 - 23:38:08 | batch update finished 
[GIN] 2025/03/30 - 23:38:11 | 20250330233811245309921cKWEUS6W | 200 |    2.882534ms |             ::1 |     GET /login
[SYS] 2025/03/30 - 23:38:13 | batch update started 
[SYS] 2025/03/30 - 23:38:13 | batch update finished 
[SYS] 2025/03/30 - 23:38:13 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:38:13 | 任务进度轮询完成 
[GIN] 2025/03/30 - 23:38:14 | 202503302338144637259877COXadMW | 200 |    9.348841ms |             ::1 |     GET /api/status
[SYS] 2025/03/30 - 23:38:15 | batch update started 
[SYS] 2025/03/30 - 23:38:15 | batch update finished 
[SYS] 2025/03/30 - 23:38:20 | batch update started 
[SYS] 2025/03/30 - 23:38:20 | batch update finished 
[SYS] 2025/03/30 - 23:38:25 | batch update started 
[SYS] 2025/03/30 - 23:38:25 | batch update finished 
[SYS] 2025/03/30 - 23:38:25 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:38:25 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:38:30 | batch update started 
[SYS] 2025/03/30 - 23:38:30 | batch update finished 
[SYS] 2025/03/30 - 23:38:35 | batch update started 
[SYS] 2025/03/30 - 23:38:35 | batch update finished 
[SYS] 2025/03/30 - 23:38:40 | batch update started 
[SYS] 2025/03/30 - 23:38:40 | batch update finished 
[SYS] 2025/03/30 - 23:38:40 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:38:40 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:38:43 | batch update started 
[SYS] 2025/03/30 - 23:38:43 | batch update finished 
[SYS] 2025/03/30 - 23:38:48 | batch update started 
[SYS] 2025/03/30 - 23:38:48 | batch update finished 
[GIN] 2025/03/30 - 23:38:48 | 20250330233848793302258YLA0nu3w | 307 |     268.234µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/30 - 23:38:53 | syncing options from database 
[SYS] 2025/03/30 - 23:38:53 | syncing channels from database 
[SYS] 2025/03/30 - 23:38:53 | batch update started 
[SYS] 2025/03/30 - 23:38:53 | batch update finished 
[SYS] 2025/03/30 - 23:38:53 | channels synced from database 
[SYS] 2025/03/30 - 23:38:53 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:38:53 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:38:58 | batch update started 
[SYS] 2025/03/30 - 23:38:58 | batch update finished 
[SYS] 2025/03/30 - 23:39:03 | batch update started 
[SYS] 2025/03/30 - 23:39:03 | batch update finished 
[SYS] 2025/03/30 - 23:39:08 | batch update started 
[SYS] 2025/03/30 - 23:39:08 | batch update finished 
[SYS] 2025/03/30 - 23:39:08 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:39:08 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:39:11 | batch update started 
[SYS] 2025/03/30 - 23:39:11 | batch update finished 
[SYS] 2025/03/30 - 23:39:16 | batch update started 
[SYS] 2025/03/30 - 23:39:16 | batch update finished 
[SYS] 2025/03/30 - 23:39:21 | batch update started 
[SYS] 2025/03/30 - 23:39:21 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:39:21 | batch update finished 
[SYS] 2025/03/30 - 23:39:21 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:39:26 | batch update started 
[SYS] 2025/03/30 - 23:39:26 | batch update finished 
[SYS] 2025/03/30 - 23:39:31 | batch update started 
[SYS] 2025/03/30 - 23:39:31 | batch update finished 
[SYS] 2025/03/30 - 23:39:36 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:39:36 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:39:36 | batch update started 
[SYS] 2025/03/30 - 23:39:36 | batch update finished 
[SYS] 2025/03/30 - 23:39:38 | batch update started 
[SYS] 2025/03/30 - 23:39:38 | batch update finished 
[SYS] 2025/03/30 - 23:39:43 | batch update started 
[SYS] 2025/03/30 - 23:39:43 | batch update finished 
[SYS] 2025/03/30 - 23:39:48 | syncing options from database 
[SYS] 2025/03/30 - 23:39:48 | syncing channels from database 
[SYS] 2025/03/30 - 23:39:48 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:39:48 | channels synced from database 
[SYS] 2025/03/30 - 23:39:48 | batch update started 
[SYS] 2025/03/30 - 23:39:48 | batch update finished 
[SYS] 2025/03/30 - 23:39:48 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:39:53 | batch update started 
[SYS] 2025/03/30 - 23:39:53 | batch update finished 
[SYS] 2025/03/30 - 23:39:58 | batch update started 
[SYS] 2025/03/30 - 23:39:58 | batch update finished 
[SYS] 2025/03/30 - 23:40:03 | batch update started 
[SYS] 2025/03/30 - 23:40:03 | batch update finished 
[SYS] 2025/03/30 - 23:40:03 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:40:03 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:40:06 | batch update started 
[SYS] 2025/03/30 - 23:40:06 | batch update finished 
