[SYS] 2025/03/30 - 23:13:00 | New API v0.0.0 started 
[SYS] 2025/03/30 - 23:13:00 | using MySQL as database 
[SYS] 2025/03/30 - 23:13:01 | database migration started 
[SYS] 2025/03/30 - 23:13:02 | database migrated 
[SYS] 2025/03/30 - 23:13:02 | using MySQL as database 
[SYS] 2025/03/30 - 23:13:02 | database migration started 
[SYS] 2025/03/30 - 23:13:02 | Redis is enabled 
[SYS] 2025/03/30 - 23:13:02 | memory cache enabled 
[SYS] 2025/03/30 - 23:13:02 | sync frequency: 60 seconds 
[SYS] 2025/03/30 - 23:13:02 | channels synced from database 
[SYS] 2025/03/30 - 23:13:02 | batch update enabled with interval 5s 
[SYS] 2025/03/30 - 23:13:02 | 正在更新数据看板数据... 
[SYS] 2025/03/30 - 23:13:02 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/30 - 23:13:02 | pprof enabled 
[SYS] 2025/03/30 - 23:13:02 | initializing token encoders 
[SYS] 2025/03/30 - 23:13:03 | token encoders initialized 
[SYS] 2025/03/30 - 23:13:03 | FRONTEND_BASE_URL is ignored on master node 
[GIN] 2025/03/30 - 23:13:05 | 20250330231305693986491DzWE9D70 | 200 |    8.212641ms |             ::1 |     GET /login
[GIN] 2025/03/30 - 23:13:06 | 2025033023130642101141L5MOi7F7 | 200 |  111.416284ms |             ::1 |     GET /assets/index-B-JuEDu_.js
[SYS] 2025/03/30 - 23:13:07 | batch update started 
[SYS] 2025/03/30 - 23:13:07 | batch update finished 
[GIN] 2025/03/30 - 23:13:08 | 20250330231308638256625cbxXdf0T | 200 |   55.917442ms |             ::1 |     GET /api/status
[SYS] 2025/03/30 - 23:13:12 | batch update started 
[SYS] 2025/03/30 - 23:13:12 | batch update finished 
[SYS] 2025/03/30 - 23:13:17 | batch update started 
[SYS] 2025/03/30 - 23:13:17 | batch update finished 
[SYS] 2025/03/30 - 23:13:17 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:13:17 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:13:20 | batch update started 
[SYS] 2025/03/30 - 23:13:20 | batch update finished 
[SYS] 2025/03/30 - 23:13:25 | batch update started 
[SYS] 2025/03/30 - 23:13:25 | batch update finished 
[GIN] 2025/03/30 - 23:13:26 | 20250330231326932820269C7BdEv1 | 307 |     676.541µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/30 - 23:13:30 | batch update started 
[SYS] 2025/03/30 - 23:13:30 | batch update finished 
[SYS] 2025/03/30 - 23:13:30 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:13:30 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:13:35 | batch update started 
[SYS] 2025/03/30 - 23:13:35 | batch update finished 
[SYS] 2025/03/30 - 23:13:40 | batch update started 
[SYS] 2025/03/30 - 23:13:40 | batch update finished 
[SYS] 2025/03/30 - 23:13:45 | batch update started 
[SYS] 2025/03/30 - 23:13:45 | batch update finished 
[SYS] 2025/03/30 - 23:13:45 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:13:45 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:13:47 | batch update started 
[SYS] 2025/03/30 - 23:13:47 | batch update finished 
[SYS] 2025/03/30 - 23:13:52 | batch update started 
[SYS] 2025/03/30 - 23:13:52 | batch update finished 
[SYS] 2025/03/30 - 23:13:57 | syncing channels from database 
[SYS] 2025/03/30 - 23:13:57 | syncing options from database 
[SYS] 2025/03/30 - 23:13:57 | channels synced from database 
[SYS] 2025/03/30 - 23:13:57 | batch update started 
[SYS] 2025/03/30 - 23:13:57 | batch update finished 
[SYS] 2025/03/30 - 23:13:57 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:13:57 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:14:02 | batch update started 
[SYS] 2025/03/30 - 23:14:02 | batch update finished 
[SYS] 2025/03/30 - 23:14:07 | batch update started 
[SYS] 2025/03/30 - 23:14:07 | batch update finished 
[SYS] 2025/03/30 - 23:14:12 | batch update started 
[SYS] 2025/03/30 - 23:14:12 | batch update finished 
[SYS] 2025/03/30 - 23:14:12 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:14:12 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:14:15 | batch update started 
[SYS] 2025/03/30 - 23:14:15 | batch update finished 
[SYS] 2025/03/30 - 23:14:20 | batch update started 
[SYS] 2025/03/30 - 23:14:20 | batch update finished 
[SYS] 2025/03/30 - 23:14:25 | batch update started 
[SYS] 2025/03/30 - 23:14:25 | batch update finished 
[SYS] 2025/03/30 - 23:14:25 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:14:25 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:14:30 | batch update started 
[SYS] 2025/03/30 - 23:14:30 | batch update finished 
[SYS] 2025/03/30 - 23:14:35 | batch update started 
[SYS] 2025/03/30 - 23:14:35 | batch update finished 
[SYS] 2025/03/30 - 23:14:40 | batch update started 
[SYS] 2025/03/30 - 23:14:40 | batch update finished 
[SYS] 2025/03/30 - 23:14:40 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:14:40 | 任务进度轮询完成 
[GIN] 2025/03/30 - 23:14:39 | 20250330231439867623594acF4lfCr | 307 |     796.575µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/30 - 23:14:43 | batch update started 
[SYS] 2025/03/30 - 23:14:43 | batch update finished 
[SYS] 2025/03/30 - 23:14:48 | batch update started 
[SYS] 2025/03/30 - 23:14:48 | batch update finished 
[SYS] 2025/03/30 - 23:14:53 | syncing channels from database 
[SYS] 2025/03/30 - 23:14:53 | syncing options from database 
[SYS] 2025/03/30 - 23:14:53 | channels synced from database 
[SYS] 2025/03/30 - 23:14:53 | batch update started 
[SYS] 2025/03/30 - 23:14:53 | batch update finished 
[SYS] 2025/03/30 - 23:14:53 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:14:53 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:14:58 | batch update started 
[SYS] 2025/03/30 - 23:14:58 | batch update finished 
[SYS] 2025/03/30 - 23:15:03 | batch update started 
[SYS] 2025/03/30 - 23:15:03 | batch update finished 
[SYS] 2025/03/30 - 23:15:08 | batch update started 
[SYS] 2025/03/30 - 23:15:08 | batch update finished 
[SYS] 2025/03/30 - 23:15:08 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:15:08 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:15:11 | batch update started 
[SYS] 2025/03/30 - 23:15:11 | batch update finished 
[SYS] 2025/03/30 - 23:15:16 | batch update started 
[SYS] 2025/03/30 - 23:15:16 | batch update finished 
[SYS] 2025/03/30 - 23:15:21 | batch update started 
[SYS] 2025/03/30 - 23:15:21 | batch update finished 
[SYS] 2025/03/30 - 23:15:21 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:15:21 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:15:26 | batch update started 
[SYS] 2025/03/30 - 23:15:26 | batch update finished 
[SYS] 2025/03/30 - 23:15:31 | batch update started 
[SYS] 2025/03/30 - 23:15:31 | batch update finished 
[SYS] 2025/03/30 - 23:15:36 | batch update started 
[SYS] 2025/03/30 - 23:15:36 | batch update finished 
[SYS] 2025/03/30 - 23:15:36 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:15:36 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:15:38 | batch update started 
[SYS] 2025/03/30 - 23:15:38 | batch update finished 
[SYS] 2025/03/30 - 23:15:43 | batch update started 
[SYS] 2025/03/30 - 23:15:43 | batch update finished 
[SYS] 2025/03/30 - 23:15:48 | syncing channels from database 
[SYS] 2025/03/30 - 23:15:48 | syncing options from database 
[SYS] 2025/03/30 - 23:15:48 | channels synced from database 
[SYS] 2025/03/30 - 23:15:48 | batch update started 
[SYS] 2025/03/30 - 23:15:48 | batch update finished 
[SYS] 2025/03/30 - 23:15:48 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:15:48 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:15:53 | batch update started 
[SYS] 2025/03/30 - 23:15:53 | batch update finished 
[SYS] 2025/03/30 - 23:15:58 | batch update started 
[SYS] 2025/03/30 - 23:15:58 | batch update finished 
[SYS] 2025/03/30 - 23:16:03 | batch update started 
[SYS] 2025/03/30 - 23:16:03 | batch update finished 
[SYS] 2025/03/30 - 23:16:03 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:16:03 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:16:06 | batch update started 
[SYS] 2025/03/30 - 23:16:06 | batch update finished 
[SYS] 2025/03/30 - 23:16:11 | batch update started 
[SYS] 2025/03/30 - 23:16:11 | batch update finished 
[SYS] 2025/03/30 - 23:16:16 | batch update started 
[SYS] 2025/03/30 - 23:16:16 | batch update finished 
[SYS] 2025/03/30 - 23:16:16 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:16:16 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:16:21 | batch update started 
[SYS] 2025/03/30 - 23:16:21 | batch update finished 
[SYS] 2025/03/30 - 23:16:26 | batch update started 
[SYS] 2025/03/30 - 23:16:26 | batch update finished 
[SYS] 2025/03/30 - 23:16:31 | batch update started 
[SYS] 2025/03/30 - 23:16:31 | batch update finished 
[SYS] 2025/03/30 - 23:16:31 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:16:31 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:16:34 | batch update started 
[SYS] 2025/03/30 - 23:16:34 | batch update finished 
[SYS] 2025/03/30 - 23:16:39 | batch update started 
[SYS] 2025/03/30 - 23:16:39 | batch update finished 
[SYS] 2025/03/30 - 23:16:44 | syncing channels from database 
[SYS] 2025/03/30 - 23:16:44 | syncing options from database 
[SYS] 2025/03/30 - 23:16:44 | channels synced from database 
[SYS] 2025/03/30 - 23:16:44 | batch update started 
[SYS] 2025/03/30 - 23:16:44 | batch update finished 
[SYS] 2025/03/30 - 23:16:44 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:16:44 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:16:49 | batch update started 
[SYS] 2025/03/30 - 23:16:49 | batch update finished 
[SYS] 2025/03/30 - 23:16:54 | batch update started 
[SYS] 2025/03/30 - 23:16:54 | batch update finished 
[SYS] 2025/03/30 - 23:16:59 | batch update started 
[SYS] 2025/03/30 - 23:16:59 | batch update finished 
[SYS] 2025/03/30 - 23:16:59 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:16:59 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:17:02 | batch update started 
[SYS] 2025/03/30 - 23:17:02 | batch update finished 
[SYS] 2025/03/30 - 23:17:07 | batch update started 
[SYS] 2025/03/30 - 23:17:07 | batch update finished 
[SYS] 2025/03/30 - 23:17:12 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:17:12 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:17:12 | batch update started 
[SYS] 2025/03/30 - 23:17:12 | batch update finished 
[SYS] 2025/03/30 - 23:17:17 | batch update started 
[SYS] 2025/03/30 - 23:17:17 | batch update finished 
[SYS] 2025/03/30 - 23:17:22 | batch update started 
[SYS] 2025/03/30 - 23:17:22 | batch update finished 
[SYS] 2025/03/30 - 23:17:27 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:17:27 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:17:27 | batch update started 
[SYS] 2025/03/30 - 23:17:27 | batch update finished 
[SYS] 2025/03/30 - 23:17:29 | batch update started 
[SYS] 2025/03/30 - 23:17:29 | batch update finished 
[SYS] 2025/03/30 - 23:17:34 | batch update started 
[SYS] 2025/03/30 - 23:17:34 | batch update finished 
[SYS] 2025/03/30 - 23:17:39 | 正在更新数据看板数据... 
[SYS] 2025/03/30 - 23:17:39 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/30 - 23:17:39 | syncing options from database 
[SYS] 2025/03/30 - 23:17:39 | syncing channels from database 
[SYS] 2025/03/30 - 23:17:39 | channels synced from database 
[SYS] 2025/03/30 - 23:17:39 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:17:39 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:17:39 | batch update started 
[SYS] 2025/03/30 - 23:17:39 | batch update finished 
[SYS] 2025/03/30 - 23:17:44 | batch update started 
[SYS] 2025/03/30 - 23:17:44 | batch update finished 
[SYS] 2025/03/30 - 23:17:49 | batch update started 
[SYS] 2025/03/30 - 23:17:49 | batch update finished 
[SYS] 2025/03/30 - 23:17:54 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:17:54 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:17:54 | batch update started 
[SYS] 2025/03/30 - 23:17:54 | batch update finished 
[SYS] 2025/03/30 - 23:17:57 | batch update started 
[SYS] 2025/03/30 - 23:17:57 | batch update finished 
[SYS] 2025/03/30 - 23:18:02 | batch update started 
[SYS] 2025/03/30 - 23:18:02 | batch update finished 
[SYS] 2025/03/30 - 23:18:07 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:18:07 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:18:07 | batch update started 
[SYS] 2025/03/30 - 23:18:07 | batch update finished 
[SYS] 2025/03/30 - 23:18:12 | batch update started 
[SYS] 2025/03/30 - 23:18:12 | batch update finished 
[SYS] 2025/03/30 - 23:18:17 | batch update started 
[SYS] 2025/03/30 - 23:18:17 | batch update finished 
