[SYS] 2025/03/30 - 23:27:38 | New API v0.0.0 started 
[SYS] 2025/03/30 - 23:27:38 | using MySQL as database 
[SYS] 2025/03/30 - 23:27:36 | database migration started 
[SYS] 2025/03/30 - 23:27:36 | database migrated 
[SYS] 2025/03/30 - 23:27:36 | using MySQL as database 
[SYS] 2025/03/30 - 23:27:36 | database migration started 
[SYS] 2025/03/30 - 23:27:37 | Redis is enabled 
[SYS] 2025/03/30 - 23:27:37 | memory cache enabled 
[SYS] 2025/03/30 - 23:27:37 | sync frequency: 60 seconds 
[SYS] 2025/03/30 - 23:27:37 | channels synced from database 
[SYS] 2025/03/30 - 23:27:37 | batch update enabled with interval 5s 
[SYS] 2025/03/30 - 23:27:37 | pprof enabled 
[SYS] 2025/03/30 - 23:27:37 | initializing token encoders 
[SYS] 2025/03/30 - 23:27:37 | 正在更新数据看板数据... 
[SYS] 2025/03/30 - 23:27:37 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/30 - 23:27:37 | token encoders initialized 
[SYS] 2025/03/30 - 23:27:37 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/30 - 23:27:42 | batch update started 
[SYS] 2025/03/30 - 23:27:42 | batch update finished 
[SYS] 2025/03/30 - 23:27:47 | batch update started 
[SYS] 2025/03/30 - 23:27:47 | batch update finished 
[GIN] 2025/03/30 - 23:27:48 | 20250330232748731392161VQyNS54P | 200 |    9.836667ms |             ::1 |     GET /login
[GIN] 2025/03/30 - 23:27:49 | 2025033023274927787178qGruR4fj | 200 |  163.353234ms |             ::1 |     GET /assets/index-DRgpBBbU.js
[SYS] 2025/03/30 - 23:27:52 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:27:52 | batch update started 
[SYS] 2025/03/30 - 23:27:52 | batch update finished 
[SYS] 2025/03/30 - 23:27:52 | 任务进度轮询完成 
[GIN] 2025/03/30 - 23:27:52 | 20250330232752748975578tv8LumnZ | 200 |      1.5951ms |             ::1 |     GET /api/status
[SYS] 2025/03/30 - 23:27:57 | batch update started 
[SYS] 2025/03/30 - 23:27:57 | batch update finished 
[SYS] 2025/03/30 - 23:28:02 | batch update started 
[SYS] 2025/03/30 - 23:28:02 | batch update finished 
[SYS] 2025/03/30 - 23:28:04 | batch update started 
[SYS] 2025/03/30 - 23:28:04 | batch update finished 
[SYS] 2025/03/30 - 23:28:04 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:28:04 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:28:09 | batch update started 
[SYS] 2025/03/30 - 23:28:09 | batch update finished 
[SYS] 2025/03/30 - 23:28:14 | batch update started 
[SYS] 2025/03/30 - 23:28:14 | batch update finished 
[SYS] 2025/03/30 - 23:28:19 | batch update started 
[SYS] 2025/03/30 - 23:28:19 | batch update finished 
[SYS] 2025/03/30 - 23:28:19 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:28:19 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:28:24 | batch update started 
[SYS] 2025/03/30 - 23:28:25 | batch update finished 
[SYS] 2025/03/30 - 23:28:30 | batch update started 
[SYS] 2025/03/30 - 23:28:30 | batch update finished 
[SYS] 2025/03/30 - 23:28:32 | syncing channels from database 
[SYS] 2025/03/30 - 23:28:32 | syncing options from database 
[SYS] 2025/03/30 - 23:28:32 | channels synced from database 
[SYS] 2025/03/30 - 23:28:32 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:28:32 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:28:32 | batch update started 
[SYS] 2025/03/30 - 23:28:32 | batch update finished 
[SYS] 2025/03/30 - 23:28:37 | batch update started 
[SYS] 2025/03/30 - 23:28:37 | batch update finished 
[SYS] 2025/03/30 - 23:28:42 | batch update started 
[SYS] 2025/03/30 - 23:28:42 | batch update finished 
[SYS] 2025/03/30 - 23:28:47 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:28:47 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:28:47 | batch update started 
[SYS] 2025/03/30 - 23:28:47 | batch update finished 
[SYS] 2025/03/30 - 23:28:52 | batch update started 
[SYS] 2025/03/30 - 23:28:52 | batch update finished 
[SYS] 2025/03/30 - 23:28:57 | batch update started 
[SYS] 2025/03/30 - 23:28:57 | batch update finished 
[SYS] 2025/03/30 - 23:29:00 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:29:00 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:29:00 | batch update started 
[SYS] 2025/03/30 - 23:29:00 | batch update finished 
[SYS] 2025/03/30 - 23:29:05 | batch update started 
[SYS] 2025/03/30 - 23:29:05 | batch update finished 
[SYS] 2025/03/30 - 23:29:10 | batch update started 
[SYS] 2025/03/30 - 23:29:10 | batch update finished 
[SYS] 2025/03/30 - 23:29:15 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:29:15 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:29:15 | batch update started 
[SYS] 2025/03/30 - 23:29:15 | batch update finished 
[SYS] 2025/03/30 - 23:29:20 | batch update started 
[SYS] 2025/03/30 - 23:29:20 | batch update finished 
[SYS] 2025/03/30 - 23:29:25 | batch update started 
[SYS] 2025/03/30 - 23:29:25 | batch update finished 
[SYS] 2025/03/30 - 23:29:28 | syncing options from database 
[SYS] 2025/03/30 - 23:29:28 | syncing channels from database 
[SYS] 2025/03/30 - 23:29:28 | channels synced from database 
[SYS] 2025/03/30 - 23:29:28 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:29:28 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:29:28 | batch update started 
[SYS] 2025/03/30 - 23:29:28 | batch update finished 
[SYS] 2025/03/30 - 23:29:33 | batch update started 
[SYS] 2025/03/30 - 23:29:33 | batch update finished 
[SYS] 2025/03/30 - 23:29:38 | batch update started 
[SYS] 2025/03/30 - 23:29:38 | batch update finished 
[SYS] 2025/03/30 - 23:29:43 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:29:43 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:29:43 | batch update started 
[SYS] 2025/03/30 - 23:29:43 | batch update finished 
[SYS] 2025/03/30 - 23:29:48 | batch update started 
[SYS] 2025/03/30 - 23:29:48 | batch update finished 
[SYS] 2025/03/30 - 23:29:53 | batch update started 
[SYS] 2025/03/30 - 23:29:53 | batch update finished 
[SYS] 2025/03/30 - 23:29:55 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:29:55 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:29:55 | batch update started 
[SYS] 2025/03/30 - 23:29:55 | batch update finished 
[SYS] 2025/03/30 - 23:30:00 | batch update started 
[SYS] 2025/03/30 - 23:30:00 | batch update finished 
[SYS] 2025/03/30 - 23:30:05 | batch update started 
[SYS] 2025/03/30 - 23:30:05 | batch update finished 
[SYS] 2025/03/30 - 23:30:10 | 任务进度轮询开始 
[SYS] 2025/03/30 - 23:30:10 | 任务进度轮询完成 
[SYS] 2025/03/30 - 23:30:10 | batch update started 
[SYS] 2025/03/30 - 23:30:10 | batch update finished 
[SYS] 2025/03/30 - 23:30:15 | batch update started 
[SYS] 2025/03/30 - 23:30:15 | batch update finished 
