[SYS] 2025/03/31 - 11:37:49 | New API v0.0.0 started 
[SYS] 2025/03/31 - 11:37:49 | using MySQL as database 
[SYS] 2025/03/31 - 11:37:49 | database migration started 
[SYS] 2025/03/31 - 11:37:49 | database migrated 
[SYS] 2025/03/31 - 11:37:49 | using MySQL as database 
[SYS] 2025/03/31 - 11:37:49 | database migration started 
[SYS] 2025/03/31 - 11:37:50 | Redis is enabled 
[SYS] 2025/03/31 - 11:37:50 | memory cache enabled 
[SYS] 2025/03/31 - 11:37:50 | sync frequency: 60 seconds 
[SYS] 2025/03/31 - 11:37:50 | channels synced from database 
[SYS] 2025/03/31 - 11:37:50 | batch update enabled with interval 5s 
[SYS] 2025/03/31 - 11:37:50 | pprof enabled 
[SYS] 2025/03/31 - 11:37:50 | initializing token encoders 
[SYS] 2025/03/31 - 11:37:50 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 11:37:50 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 11:37:50 | token encoders initialized 
[SYS] 2025/03/31 - 11:37:50 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/31 - 11:37:55 | batch update started 
[SYS] 2025/03/31 - 11:37:55 | batch update finished 
[SYS] 2025/03/31 - 11:38:00 | batch update started 
[SYS] 2025/03/31 - 11:38:00 | batch update finished 
[SYS] 2025/03/31 - 11:38:05 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:38:05 | batch update started 
[SYS] 2025/03/31 - 11:38:05 | batch update finished 
[SYS] 2025/03/31 - 11:38:05 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:38:10 | batch update started 
[SYS] 2025/03/31 - 11:38:10 | batch update finished 
[SYS] 2025/03/31 - 11:38:15 | batch update started 
[SYS] 2025/03/31 - 11:38:15 | batch update finished 
[GIN] 2025/03/31 - 11:38:18 | 20250331113818619657755KsKSULnz | 307 |     827.891µs |             ::1 |     GET /auth/google/login
[SYS] 2025/03/31 - 11:38:20 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:38:20 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:38:20 | batch update started 
[SYS] 2025/03/31 - 11:38:20 | batch update finished 
[GIN] 2025/03/31 - 11:38:20 | 202503311138192273338292aYmTReQ | 200 |  1.407324186s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0AQSTgQE7Z8iea62payP7IcY95JPYqRHXrzO4vEXVnHFZKCeFisX17n7Tfs8vmbemjaEnZQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none
[SYS] 2025/03/31 - 11:38:25 | batch update started 
[SYS] 2025/03/31 - 11:38:25 | batch update finished 
[SYS] 2025/03/31 - 11:38:30 | batch update started 
[SYS] 2025/03/31 - 11:38:30 | batch update finished 
[SYS] 2025/03/31 - 11:38:35 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:38:35 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:38:35 | batch update started 
[SYS] 2025/03/31 - 11:38:35 | batch update finished 
[SYS] 2025/03/31 - 11:38:40 | batch update started 
[SYS] 2025/03/31 - 11:38:40 | batch update finished 
[SYS] 2025/03/31 - 11:38:45 | batch update started 
[SYS] 2025/03/31 - 11:38:45 | batch update finished 
[SYS] 2025/03/31 - 11:38:50 | syncing channels from database 
[SYS] 2025/03/31 - 11:38:50 | syncing options from database 
[SYS] 2025/03/31 - 11:38:50 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:38:50 | channels synced from database 
[SYS] 2025/03/31 - 11:38:50 | batch update started 
[SYS] 2025/03/31 - 11:38:50 | batch update finished 
[SYS] 2025/03/31 - 11:38:50 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:38:55 | batch update started 
[SYS] 2025/03/31 - 11:38:55 | batch update finished 
[SYS] 2025/03/31 - 11:39:00 | batch update started 
[SYS] 2025/03/31 - 11:39:00 | batch update finished 
[SYS] 2025/03/31 - 11:39:05 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:39:05 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:39:05 | batch update started 
[SYS] 2025/03/31 - 11:39:05 | batch update finished 
[SYS] 2025/03/31 - 11:39:10 | batch update started 
[SYS] 2025/03/31 - 11:39:10 | batch update finished 
[SYS] 2025/03/31 - 11:39:15 | batch update started 
[SYS] 2025/03/31 - 11:39:15 | batch update finished 
[SYS] 2025/03/31 - 11:39:20 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:39:20 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:39:20 | batch update started 
[SYS] 2025/03/31 - 11:39:20 | batch update finished 
[SYS] 2025/03/31 - 11:39:25 | batch update started 
[SYS] 2025/03/31 - 11:39:25 | batch update finished 
[SYS] 2025/03/31 - 11:39:30 | batch update started 
[SYS] 2025/03/31 - 11:39:30 | batch update finished 
[SYS] 2025/03/31 - 11:39:35 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:39:35 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:39:35 | batch update started 
[SYS] 2025/03/31 - 11:39:35 | batch update finished 
[SYS] 2025/03/31 - 11:39:40 | batch update started 
[SYS] 2025/03/31 - 11:39:40 | batch update finished 
[SYS] 2025/03/31 - 11:39:45 | batch update started 
[SYS] 2025/03/31 - 11:39:45 | batch update finished 
[SYS] 2025/03/31 - 11:39:50 | syncing options from database 
[SYS] 2025/03/31 - 11:39:50 | syncing channels from database 
[SYS] 2025/03/31 - 11:39:50 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:39:50 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:39:50 | batch update started 
[SYS] 2025/03/31 - 11:39:50 | batch update finished 
[SYS] 2025/03/31 - 11:39:50 | channels synced from database 
[SYS] 2025/03/31 - 11:39:55 | batch update started 
[SYS] 2025/03/31 - 11:39:55 | batch update finished 
[SYS] 2025/03/31 - 11:40:00 | batch update started 
[SYS] 2025/03/31 - 11:40:00 | batch update finished 
[SYS] 2025/03/31 - 11:40:05 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:40:05 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:40:05 | batch update started 
[SYS] 2025/03/31 - 11:40:05 | batch update finished 
[SYS] 2025/03/31 - 11:40:10 | batch update started 
[SYS] 2025/03/31 - 11:40:10 | batch update finished 
[SYS] 2025/03/31 - 11:40:15 | batch update started 
[SYS] 2025/03/31 - 11:40:15 | batch update finished 
[SYS] 2025/03/31 - 11:40:20 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:40:20 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:40:20 | batch update started 
[SYS] 2025/03/31 - 11:40:20 | batch update finished 
[SYS] 2025/03/31 - 11:40:25 | batch update started 
[SYS] 2025/03/31 - 11:40:25 | batch update finished 
[SYS] 2025/03/31 - 11:40:30 | batch update started 
[SYS] 2025/03/31 - 11:40:30 | batch update finished 
[SYS] 2025/03/31 - 11:40:35 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:40:35 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:40:35 | batch update started 
[SYS] 2025/03/31 - 11:40:35 | batch update finished 
[SYS] 2025/03/31 - 11:40:40 | batch update started 
[SYS] 2025/03/31 - 11:40:40 | batch update finished 
[SYS] 2025/03/31 - 11:40:45 | batch update started 
[SYS] 2025/03/31 - 11:40:45 | batch update finished 
[SYS] 2025/03/31 - 11:40:50 | syncing options from database 
[SYS] 2025/03/31 - 11:40:50 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:40:50 | syncing channels from database 
[SYS] 2025/03/31 - 11:40:50 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:40:50 | channels synced from database 
[SYS] 2025/03/31 - 11:40:50 | batch update started 
[SYS] 2025/03/31 - 11:40:50 | batch update finished 
[SYS] 2025/03/31 - 11:40:55 | batch update started 
[SYS] 2025/03/31 - 11:40:55 | batch update finished 
[SYS] 2025/03/31 - 11:41:00 | batch update started 
[SYS] 2025/03/31 - 11:41:00 | batch update finished 
[SYS] 2025/03/31 - 11:41:05 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:41:05 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:41:05 | batch update started 
[SYS] 2025/03/31 - 11:41:05 | batch update finished 
[SYS] 2025/03/31 - 11:41:10 | batch update started 
[SYS] 2025/03/31 - 11:41:10 | batch update finished 
[SYS] 2025/03/31 - 11:41:15 | batch update started 
[SYS] 2025/03/31 - 11:41:15 | batch update finished 
[SYS] 2025/03/31 - 11:41:20 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:41:20 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:41:20 | batch update started 
[SYS] 2025/03/31 - 11:41:20 | batch update finished 
[SYS] 2025/03/31 - 11:41:26 | batch update started 
[SYS] 2025/03/31 - 11:41:26 | batch update finished 
[SYS] 2025/03/31 - 11:41:31 | batch update started 
[SYS] 2025/03/31 - 11:41:31 | batch update finished 
[SYS] 2025/03/31 - 11:41:35 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:41:35 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:41:36 | batch update started 
[SYS] 2025/03/31 - 11:41:36 | batch update finished 
[SYS] 2025/03/31 - 11:41:41 | batch update started 
[SYS] 2025/03/31 - 11:41:41 | batch update finished 
[SYS] 2025/03/31 - 11:41:46 | batch update started 
[SYS] 2025/03/31 - 11:41:46 | batch update finished 
[SYS] 2025/03/31 - 11:41:50 | syncing options from database 
[SYS] 2025/03/31 - 11:41:50 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:41:50 | syncing channels from database 
[SYS] 2025/03/31 - 11:41:50 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:41:50 | channels synced from database 
[SYS] 2025/03/31 - 11:41:51 | batch update started 
[SYS] 2025/03/31 - 11:41:51 | batch update finished 
[SYS] 2025/03/31 - 11:41:56 | batch update started 
[SYS] 2025/03/31 - 11:41:56 | batch update finished 
[SYS] 2025/03/31 - 11:42:01 | batch update started 
[SYS] 2025/03/31 - 11:42:01 | batch update finished 
[SYS] 2025/03/31 - 11:42:06 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:42:06 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:42:06 | batch update started 
[SYS] 2025/03/31 - 11:42:06 | batch update finished 
[SYS] 2025/03/31 - 11:42:11 | batch update started 
[SYS] 2025/03/31 - 11:42:11 | batch update finished 
[SYS] 2025/03/31 - 11:42:16 | batch update started 
[SYS] 2025/03/31 - 11:42:16 | batch update finished 
[SYS] 2025/03/31 - 11:42:21 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:42:21 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:42:21 | batch update started 
[SYS] 2025/03/31 - 11:42:21 | batch update finished 
[SYS] 2025/03/31 - 11:42:26 | batch update started 
[SYS] 2025/03/31 - 11:42:26 | batch update finished 
[SYS] 2025/03/31 - 11:42:31 | batch update started 
[SYS] 2025/03/31 - 11:42:31 | batch update finished 
[SYS] 2025/03/31 - 11:42:36 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:42:36 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:42:36 | batch update started 
[SYS] 2025/03/31 - 11:42:36 | batch update finished 
[SYS] 2025/03/31 - 11:42:41 | batch update started 
[SYS] 2025/03/31 - 11:42:41 | batch update finished 
[SYS] 2025/03/31 - 11:42:46 | batch update started 
[SYS] 2025/03/31 - 11:42:46 | batch update finished 
[SYS] 2025/03/31 - 11:42:51 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 11:42:51 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 11:42:51 | syncing options from database 
[SYS] 2025/03/31 - 11:42:51 | syncing channels from database 
[SYS] 2025/03/31 - 11:42:51 | channels synced from database 
[SYS] 2025/03/31 - 11:42:51 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:42:51 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:42:51 | batch update started 
[SYS] 2025/03/31 - 11:42:51 | batch update finished 
[SYS] 2025/03/31 - 11:42:56 | batch update started 
[SYS] 2025/03/31 - 11:42:56 | batch update finished 
[SYS] 2025/03/31 - 11:43:01 | batch update started 
[SYS] 2025/03/31 - 11:43:01 | batch update finished 
[SYS] 2025/03/31 - 11:43:06 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:43:06 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:43:06 | batch update started 
[SYS] 2025/03/31 - 11:43:06 | batch update finished 
[SYS] 2025/03/31 - 11:43:11 | batch update started 
[SYS] 2025/03/31 - 11:43:11 | batch update finished 
[SYS] 2025/03/31 - 11:43:16 | batch update started 
[SYS] 2025/03/31 - 11:43:16 | batch update finished 
[SYS] 2025/03/31 - 11:43:21 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:43:21 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:43:21 | batch update started 
[SYS] 2025/03/31 - 11:43:21 | batch update finished 
[SYS] 2025/03/31 - 11:43:26 | batch update started 
[SYS] 2025/03/31 - 11:43:26 | batch update finished 
[SYS] 2025/03/31 - 11:43:31 | batch update started 
[SYS] 2025/03/31 - 11:43:31 | batch update finished 
[SYS] 2025/03/31 - 11:43:36 | 任务进度轮询开始 
[SYS] 2025/03/31 - 11:43:36 | 任务进度轮询完成 
[SYS] 2025/03/31 - 11:43:36 | batch update started 
[SYS] 2025/03/31 - 11:43:36 | batch update finished 
[SYS] 2025/03/31 - 11:43:41 | batch update started 
[SYS] 2025/03/31 - 11:43:41 | batch update finished 
